time	HeartRate	RR
0	75	0.6933
2.4659	77	0.6562
3.4748	82	0.6269
4.4989	84	0.6328
5.5178	86	0.7373
6.5207	86	0.7490
7.5318	85	0.8417
8.5509	84	0.8642
9.5583	81	0.8466
10.570	80	0.7626
11.576	80	0.7333
12.581	80	0.6650
13.590	82	0.6591
14.599	83	0.6396
15.603	85	0.625
16.607	87	0.6259
17.614	89	0.6533
18.623	89	0.6992
19.631	89	0.6796
20.634	88	0.7158
21.639	88	0.7548
22.643	86	0.7597
23.648	85	0.7285
24.656	84	0.7373
25.670	84	0.7246
26.673	84	0.7031
27.676	84	0.6767
28.680	86	0.6406
29.684	88	0.5976
30.687	91	0.6044
31.689	92	0.6093
32.692	93	0.6679
33.697	92	0.7714
34.703	91	0.8164
35.705	88	0.8183
36.709	86	0.8203
37.717	83	0.8300
38.722	82	0.8623
39.724	81	0.8535
40.737	79	0.8242
41.759	78	0.6982
42.772	79	0.6738
43.781	81	0.6572
44.788	82	0.6884
45.796	82	0.7509
46.799	82	0.7988
47.808	81	0.8164
48.818	80	0.8291
49.819	79	0.8300
50.843	78	0.8154
51.859	77	0.7333
52.866	77	0.7480
53.870	78	0.7226
54.885	78	0.7890
56.465	78	0.8173
57.469	77	0.8623
58.477	77	0.8027
59.490	76	0.8330
60.491	76	0.8437
61.496	75	0.8320
62.499	75	0.7587
63.504	76	0.7587
64.506	76	0.7880
65.519	76	0.7529
66.521	76	0.8037
67.527	76	0.7333
68.528	77	0.8222
69.533	76	0.7509
70.534	76	0.8242
71.541	76	0.8066
72.542	76	0.7226
73.549	77	0.7226
74.554	78	0.6689
75.558	80	0.6689
76.560	81	0.6962
77.563	81	0.7128
78.565	82	0.7509
79.570	82	0.7568
80.572	82	0.7822
81.577	81	0.8164
82.579	81	0.8447
83.609	79	0.8437
84.644	78	0.8046
85.651	78	0.8212
86.651	77	0.8066
87.659	77	0.7685
88.670	77	0.7373
89.672	78	0.7363
90.679	78	0.7578
91.680	78	0.7724
92.682	78	0.8388
93.684	78	0.8056
94.692	77	0.8730
95.693	76	0.8583
96.700	75	0.8691
97.700	75	0.8330
98.709	74	0.8535
99.711	74	0.8222
100.71	74	0.7480
101.72	75	0.7363
102.72	76	0.6943
103.72	78	0.6835
104.73	79	0.6591
105.73	81	0.6376
106.73	83	0.6396
107.74	85	0.6435
108.78	86	0.6503
109.78	88	0.6376
110.78	89	0.6865
111.78	89	0.7392
112.79	87	0.7685
113.79	86	0.7236
114.79	85	0.6962
115.79	86	0.6308
116.80	87	0.625
117.80	90	0.6376
118.81	90	0.6806
119.81	90	0.6904
120.82	89	0.6855
121.82	89	0.6777
122.83	89	0.6845
123.83	88	0.75
124.90	87	0.7792
125.90	85	0.7617
126.90	84	0.7382
127.91	84	0.7021
128.91	84	0.6503
129.91	85	0.6669
130.91	86	0.7578
131.91	86	0.9355
132.92	82	0.9160
133.92	77	0.9306
134.92	75	0.9326
135.93	74	0.7929
136.94	74	0.7246
137.94	75	0.6562
138.96	77	0.6562
139.96	79	0.7011
140.98	79	0.8291
141.98	79	0.8359
142.98	78	0.8496
143.99	78	0.8789
144.99	77	0.8964
146.00	76	0.9228
147.00	74	0.9199
148.01	73	0.8085
149.01	74	0.7294
150.01	75	0.6484
151.01	76	0.6572
152.02	78	0.7382
153.02	79	0.9472
154.02	78	0.9472
155.02	77	0.9873
156.03	75	0.9970
157.05	74	0.9677
158.05	72	0.9082
159.05	71	0.8857
160.05	71	0.8701
161.06	71	0.8740
162.06	70	0.875
163.07	70	0.8994
164.07	70	0.9218
165.08	69	0.8935
166.09	69	0.8144
167.11	69	0.8535
168.11	70	0.8886
169.12	70	0.8720
170.12	69	0.8964
171.13	69	0.9003
172.14	69	0.9306
173.15	68	0.8681
174.15	68	0.8300
175.16	69	0.7470
176.16	71	0.6777
177.19	78	0.6386
178.19	82	0.625
179.19	83	0.6494
180.20	85	0.6914
181.20	85	0.8906
182.20	83	0.9150
183.21	78	0.9306
184.21	77	0.8974
185.21	75	0.8896
186.22	74	0.8369
187.22	74	0.8007
188.22	74	0.7451
189.22	75	0.6943
190.22	76	0.6914
191.22	77	0.7158
192.23	78	0.7666
193.23	78	0.8525
194.23	78	0.8974
195.23	77	0.9775
196.24	74	0.9970
197.24	73	0.8955
198.24	72	0.7714
199.24	73	0.6533
200.26	77	0.6494
201.26	79	0.7128
202.26	80	0.6767
203.26	81	0.6601
204.27	82	0.8232
205.27	81	0.8613
206.27	80	0.8300
207.27	79	0.8291
208.28	79	0.8320
209.28	78	0.8232
210.29	77	0.8955
211.29	76	0.8642
212.30	75	0.8271
213.30	75	0.6767
214.33	80	0.6406
215.34	82	0.625
216.34	84	0.6689
217.34	85	0.7216
218.34	85	0.8232
219.34	84	0.8564
220.35	83	0.8769
221.35	80	0.8339
222.35	79	0.8125
223.35	78	0.7958
224.36	78	0.7441
225.36	78	0.6757
226.36	80	0.6630
227.36	81	0.6933
228.37	82	0.7060
229.37	83	0.7021
230.38	84	0.7031
231.39	84	0.6904
232.39	85	0.6679
233.40	86	0.6240
234.40	88	0.6308
235.40	89	0.6943
236.40	89	0.7646
237.40	88	0.8173
238.40	86	0.8320
239.41	83	0.8281
240.41	82	0.8154
241.41	81	0.7949
242.41	80	0.8017
243.41	79	0.7519
244.41	79	0.7353
245.42	80	0.7460
246.42	80	0.7744
247.42	80	0.7558
248.42	80	0.7314
249.42	80	0.7314
250.43	80	0.6953
251.43	81	0.6826
252.43	81	0.6835
253.43	82	0.7021
254.43	83	0.7148
255.44	83	0.7402
256.44	83	0.7353
257.44	83	0.7363
258.45	82	0.7070
259.45	83	0.7148
260.45	83	0.7187
261.46	83	0.7753
262.47	82	0.7333
263.47	82	0.7128
264.47	83	0.6308
265.48	85	0.6396
266.48	86	0.6757
267.48	87	0.6992
268.48	86	0.7314
269.48	86	0.7441
270.49	85	0.7343
271.49	84	0.6806
272.50	85	0.6826
273.51	86	0.6640
274.51	86	0.6689
275.51	87	0.6894
276.52	86	0.7949
277.52	85	0.8183
278.52	84	0.8593
279.53	82	0.8623
280.53	80	0.8642
281.54	79	0.8339
282.55	78	0.8818
283.55	77	0.8867
284.55	77	0.8740
285.55	76	0.8623
286.56	75	0.8320
287.56	74	0.7939
288.57	74	0.8457
289.57	74	0.8408
290.57	74	0.8710
291.59	74	0.9091
292.60	73	0.8896
293.61	72	0.8681
294.61	72	0.8789
295.61	71	0.8017
296.61	72	0.7412
297.64	73	0.7392
298.64	74	0.7617
299.67	74	0.7333
300.67	75	0.8310
301.67	75	0.8886
302.69	75	0.8671
303.69	74	0.8457
304.70	73	0.8173
305.70	74	0.8193
306.71	74	0.8271
307.71	74	0.8974
308.77	73	0.9062
309.77	73	0.9023
310.78	72	0.9150
311.81	71	0.8642
312.82	71	0.8779
313.83	71	0.8652
314.86	71	0.8574
315.86	70	0.8144
316.87	71	0.7607
317.87	72	0.8242
318.87	72	0.8671
319.87	72	0.8974
320.87	71	0.9130
321.88	71	0.8994
322.88	70	0.8515
323.88	71	0.7607
324.88	71	0.7314
325.88	73	0.7529
326.88	74	0.6835
327.89	76	0.6757
328.89	78	0.6826
329.89	80	0.7021
330.89	80	0.6953
331.89	81	0.7011
332.90	81	0.6826
333.90	83	0.6796
334.90	83	0.6689
335.90	84	0.6708
336.90	85	0.6699
337.91	86	0.7236
338.91	85	0.7597
339.91	84	0.7871
340.91	83	0.7431
341.91	82	0.7294
342.91	82	0.6845
343.92	83	0.6796
344.92	84	0.6884
345.92	84	0.6953
346.93	85	0.7109
347.93	85	0.6777
348.93	86	0.6738
349.93	86	0.6914
350.93	86	0.7480
351.93	85	0.7412
352.94	85	0.7138
353.94	85	0.7080
354.94	85	0.7373
355.94	84	0.7089
356.94	84	0.6875
357.94	85	0.6621
358.95	86	0.625
359.95	88	0.6142
360.95	90	0.6152
361.95	92	0.6259
362.95	92	0.7031
363.96	91	0.6689
364.96	91	0.7001
365.96	90	0.7363
366.96	89	0.7578
367.96	86	0.8144
368.96	85	0.7792
369.97	83	0.7529
370.97	83	0.6865
371.97	83	0.6943
372.97	83	0.7392
373.97	84	0.7958
374.97	82	0.8388
375.98	81	0.9140
376.98	79	0.9248
377.98	78	0.9130
378.98	77	0.8925
379.98	76	0.8701
380.98	74	0.8427
381.98	74	0.7998
