time	HeartRate	RR
0	73	0.7421
1.8274	74	0.7197
2.8295	76	0.7333
3.8312	77	0.7089
4.8330	77	0.7373
5.8347	78	0.7910
6.8364	78	0.7832
7.8385	77	0.7802
8.8407	77	0.7392
9.8419	78	0.7128
10.843	79	0.7109
11.845	80	0.6650
12.847	82	0.6396
13.850	83	0.6308
14.851	86	0.6484
15.852	88	0.6289
16.854	90	0.6074
17.855	92	0.5761
18.857	96	0.5693
19.859	99	0.5673
20.861	100	0.5742
21.863	102	0.5771
22.865	102	0.5976
23.868	101	0.5859
24.870	102	0.5781
25.872	102	0.5722
26.874	104	0.5527
27.877	106	0.5537
29.324	106	0.5605
30.326	106	0.5732
31.328	106	0.5869
32.331	105	0.5859
33.333	104	0.5966
34.334	103	0.5839
35.336	103	0.5986
36.337	102	0.5908
37.339	102	0.5966
38.341	102	0.5712
39.343	103	0.5625
40.345	104	0.5673
41.347	105	0.5673
42.350	104	0.5849
43.352	104	0.5810
44.354	104	0.5849
45.356	102	0.6171
46.358	101	0.6386
47.360	99	0.6191
48.363	98	0.6074
49.365	98	0.6220
50.367	97	0.6748
51.369	95	0.6933
52.371	93	0.7050
53.373	91	0.6591
54.376	91	0.6289
55.817	92	0.6494
56.819	92	0.6484
57.822	92	0.6650
58.824	92	0.6982
59.826	90	0.6875
60.828	90	0.6914
61.830	89	0.6972
62.832	88	0.7128
63.833	88	0.6894
64.836	87	0.6757
65.838	88	0.6855
66.840	88	0.6748
67.842	88	0.7285
68.844	87	0.7773
69.845	85	0.7558
70.848	85	0.7177
71.849	85	0.6953
72.851	85	0.6953
73.853	86	0.6455
74.855	87	0.6337
75.856	88	0.6455
76.858	89	0.6806
77.860	89	0.6542
78.862	90	0.6533
79.864	90	0.6718
80.866	89	0.7607
81.867	88	0.7236
82.869	87	0.7226
83.871	86	0.7324
84.872	85	0.7265
85.874	85	0.7109
86.875	85	0.6982
87.877	85	0.7080
88.878	85	0.7226
89.880	85	0.6816
90.882	85	0.7138
91.884	85	0.7373
92.885	84	0.7539
93.887	83	0.7714
94.888	82	0.7675
95.890	82	0.7851
96.892	81	0.7900
97.894	80	0.7607
98.895	80	0.7519
99.896	80	0.7978
100.89	80	0.8574
101.90	79	0.8564
102.90	77	0.8447
103.90	77	0.8378
104.90	76	0.8056
105.90	76	0.7880
106.90	76	0.7695
107.91	76	0.7705
108.91	76	0.7539
109.91	77	0.7734
110.91	77	0.7949
111.91	76	0.8242
112.91	76	0.7871
113.92	76	0.7490
114.92	77	0.7431
115.92	77	0.7451
116.92	77	0.7998
117.92	77	0.7968
118.92	77	0.8310
119.93	76	0.8095
120.93	76	0.7744
121.93	76	0.7363
122.93	77	0.7011
123.93	78	0.7480
124.93	78	0.7724
125.93	78	0.7705
126.94	78	0.8076
127.94	77	0.8486
128.94	77	0.8320
129.94	76	0.7802
130.94	76	0.7460
131.94	77	0.7558
132.94	77	0.7333
133.94	78	0.7666
134.95	78	0.6933
135.95	79	0.6572
136.95	80	0.6386
137.95	83	0.6523
138.95	84	0.7587
139.95	83	0.7773
140.95	82	0.7656
141.96	82	0.7119
142.96	82	0.6572
143.96	83	0.6328
144.96	86	0.6513
145.96	86	0.7529
146.96	86	0.7939
147.97	85	0.8261
148.98	84	0.8339
149.99	81	0.8417
151.00	80	0.8261
152.00	79	0.8134
153.00	78	0.7861
154.00	78	0.7382
155.01	78	0.7128
156.03	79	0.7304
157.03	80	0.7685
158.04	79	0.8066
159.04	79	0.8369
160.04	78	0.7910
161.05	78	0.7890
162.06	78	0.7509
163.07	78	0.7509
164.10	78	0.7363
165.10	78	0.7236
166.10	79	0.7236
167.10	79	0.7207
168.11	80	0.7373
169.11	80	0.7353
170.12	80	0.7412
171.12	81	0.7304
172.12	81	0.6787
173.12	82	0.6494
174.13	84	0.6484
175.13	86	0.6562
176.13	86	0.6767
177.14	87	0.625
178.15	89	0.6279
179.15	90	0.6416
180.15	91	0.6621
181.16	91	0.7031
182.16	90	0.6826
183.17	89	0.6962
184.17	89	0.6826
185.18	89	0.6376
186.18	90	0.6376
187.20	91	0.6835
188.20	90	0.6699
189.21	90	0.6689
190.21	90	0.7333
191.22	89	0.7783
192.22	86	0.7949
193.23	85	0.7607
194.23	84	0.7490
195.24	83	0.7587
196.25	83	0.7041
197.26	83	0.7060
198.26	83	0.6992
199.26	84	0.6835
200.27	84	0.6591
201.27	86	0.6494
202.27	87	0.6523
203.28	88	0.6689
204.28	88	0.6445
205.29	90	0.6435
206.30	90	0.625
207.31	92	0.6425
208.31	92	0.6738
209.32	91	0.6699
210.32	91	0.6660
211.32	91	0.6669
212.33	91	0.6562
213.33	91	0.6562
214.34	91	0.6855
215.34	90	0.7070
216.35	89	0.7080
217.35	88	0.6777
218.35	88	0.6718
219.35	88	0.6552
220.36	89	0.7021
221.36	88	0.6992
222.37	88	0.7177
223.37	87	0.7011
224.38	87	0.6875
225.38	87	0.7197
226.39	86	0.7480
227.39	85	0.7060
228.39	85	0.7128
229.40	85	0.7099
230.41	85	0.6992
231.41	85	0.6972
232.41	85	0.7109
233.41	85	0.7216
234.42	85	0.7441
235.43	84	0.7578
236.43	84	0.7470
237.43	83	0.7685
238.43	82	0.7246
239.43	82	0.7285
