time	HeartRate	RR
0	85	0.6992
2.6120	86	0.6718
3.6162	86	0.6621
4.6195	87	0.6503
5.6199	89	0.6103
6.6226	91	0.6435
7.6237	91	0.6582
8.6248	91	0.6445
9.6261	92	0.6601
10.628	92	0.6132
11.631	93	0.5800
12.633	96	0.5791
13.635	99	0.5693
14.637	103	0.5410
15.638	106	0.5400
16.640	107	0.5507
17.642	107	0.5654
18.645	107	0.5742
19.646	106	0.5644
20.648	107	0.5537
21.650	108	0.5273
22.654	111	0.5185
23.654	112	0.5185
24.663	114	0.5117
25.665	115	0.5029
26.671	117	0.4951
27.671	119	0.4921
28.674	120	0.5
29.675	120	0.4824
30.677	121	0.4902
31.678	122	0.4853
32.682	123	0.4775
33.683	124	0.4736
34.686	125	0.4638
35.688	126	0.4736
36.695	126	0.4746
37.696	126	0.4804
38.700	126	0.4775
39.703	126	0.4843
40.704	125	0.4833
41.706	125	0.4882
42.708	124	0.4873
43.710	124	0.4804
44.711	125	0.4785
45.714	125	0.4765
46.716	125	0.4814
47.727	125	0.4843
48.736	124	0.4941
49.785	123	0.5019
50.790	122	0.4931
51.800	122	0.4892
52.801	122	0.4980
53.806	121	0.4960
54.807	121	0.5
55.817	120	0.5019
56.820	119	0.5185
57.831	118	0.5117
58.838	118	0.5078
59.850	119	0.4951
60.872	120	0.4873
61.894	121	0.4941
62.895	121	0.5048
63.910	120	0.5107
64.911	119	0.5058
65.918	119	0.5009
66.918	120	0.4980
67.928	120	0.5029
68.928	119	0.5097
69.952	118	0.5175
70.953	118	0.5087
71.958	118	0.5087
72.959	118	0.4990
73.978	119	0.5019
74.979	119	0.5166
75.983	118	0.5068
76.984	118	0.5097
77.998	118	0.5400
79.000	115	0.5595
80.003	111	0.5937
81.004	109	0.6132
82.009	106	0.5878
83.010	104	0.5937
84.016	103	0.5957
85.021	103	0.5888
86.025	102	0.6044
87.035	102	0.5751
88.038	102	0.5683
89.038	103	0.5810
90.048	103	0.6357
91.050	100	0.6308
92.052	99	0.6142
93.053	99	0.6152
94.056	98	0.6367
95.058	97	0.6689
96.063	95	0.7246
97.118	92	0.7070
98.119	93	0.6035
99.121	95	0.5947
100.12	97	0.6103
101.12	97	0.6201
102.12	97	0.6201
103.13	97	0.6689
104.13	96	0.7207
105.13	92	0.7441
106.13	89	0.7060
107.13	89	0.6191
108.14	91	0.6074
109.14	92	0.5986
110.14	94	0.6279
111.14	94	0.6708
112.14	93	0.6738
113.15	92	0.7138
114.15	91	0.7070
115.15	89	0.7070
116.15	88	0.7285
117.15	87	0.7138
118.16	87	0.6376
119.16	88	0.6093
120.16	90	0.6396
121.16	91	0.6865
122.61	90	0.6787
123.61	89	0.6992
124.61	89	0.7246
125.61	88	0.7050
126.61	87	0.7187
127.62	87	0.7285
128.62	86	0.7333
129.62	85	0.6884
130.62	86	0.6894
131.63	86	0.7275
132.64	85	0.7675
133.64	84	0.7539
134.64	83	0.6562
135.64	85	0.6416
136.66	86	0.6308
137.66	88	0.6523
138.67	88	0.6894
139.68	88	0.7138
140.68	87	0.6582
141.69	88	0.6318
142.70	89	0.6503
143.70	90	0.6699
144.72	90	0.6660
145.72	90	0.6728
146.74	90	0.6972
147.75	89	0.6855
148.76	89	0.7001
149.76	88	0.6757
150.77	88	0.6572
151.77	89	0.6796
152.77	89	0.6796
154.11	89	0.7158
155.11	88	0.7382
156.11	87	0.6718
157.11	87	0.6914
158.11	87	0.7021
159.11	87	0.6669
160.12	88	0.6201
161.12	90	0.6367
162.12	90	0.6533
163.12	91	0.6689
164.12	90	0.7060
165.13	89	0.7128
166.13	88	0.7089
167.13	88	0.7099
168.13	87	0.7031
169.13	88	0.6494
170.13	89	0.6416
171.14	90	0.6230
172.14	98	0.5458
173.14	101	0.5585
174.14	102	0.5830
175.16	103	0.5664
176.16	103	0.6035
177.17	102	0.6093
178.18	100	0.6083
179.18	100	0.6435
180.19	97	0.6855
181.20	96	0.6386
182.20	95	0.6445
183.22	95	0.6865
184.22	93	0.6708
185.22	92	0.6484
186.22	93	0.6093
187.23	94	0.5878
188.23	96	0.6044
189.23	96	0.6259
190.23	96	0.6171
191.23	97	0.5996
192.24	98	0.5703
193.24	100	0.5712
194.24	101	0.6005
195.24	101	0.6796
196.25	94	0.7597
197.25	91	0.7763
198.25	89	0.7783
199.25	86	0.7587
200.25	85	0.6689
201.25	92	0.5693
202.26	94	0.5566
203.26	98	0.5791
204.26	99	0.6201
205.26	98	0.6318
206.26	96	0.6562
207.26	96	0.6337
208.27	95	0.6337
209.27	95	0.6582
210.27	94	0.6865
211.27	92	0.6806
212.28	91	0.6523
213.28	92	0.6474
214.28	92	0.6210
215.28	94	0.5732
216.28	96	0.5781
217.28	98	0.6103
218.29	97	0.6455
219.29	97	0.6064
220.29	98	0.6005
221.29	98	0.5927
222.30	99	0.5693
223.30	101	0.5644
224.30	103	0.5673
225.31	105	0.5400
226.31	107	0.5468
227.31	108	0.5322
228.31	110	0.5185
229.31	113	0.5136
230.31	114	0.5195
231.32	114	0.5146
232.32	115	0.5175
233.33	115	0.5312
234.33	114	0.5283
235.33	115	0.5166
236.34	115	0.5185
237.34	115	0.5234
238.35	115	0.5234
239.35	114	0.5410
240.37	113	0.5458
241.37	112	0.5468
242.38	111	0.5566
243.38	109	0.5693
244.38	109	0.5371
245.38	110	0.5341
246.38	111	0.5361
247.38	111	0.5253
248.39	112	0.5205
249.42	114	0.5166
250.42	115	0.5146
251.43	116	0.5117
252.43	116	0.5156
253.43	117	0.5039
254.43	117	0.5185
255.43	115	0.5625
256.43	113	0.5878
257.43	109	0.5830
258.44	108	0.5585
259.44	108	0.5986
260.44	105	0.6347
261.46	102	0.6699
262.49	98	0.6679
263.50	96	0.6298
264.50	96	0.5849
265.51	98	0.5673
266.51	101	0.5683
267.52	103	0.5771
268.53	103	0.5722
269.53	104	0.5576
270.53	105	0.5566
271.54	107	0.5478
272.54	108	0.5361
273.55	109	0.5576
274.55	109	0.5839
275.55	107	0.5888
276.55	106	0.5625
277.55	106	0.5634
278.56	106	0.5800
279.56	105	0.5839
280.56	105	0.5791
281.56	105	0.6044
282.56	103	0.6132
283.57	101	0.6308
284.57	100	0.6025
285.57	100	0.5908
286.57	100	0.6425
287.57	98	0.6582
288.58	96	0.6630
289.58	94	0.6572
290.58	94	0.6337
291.58	94	0.6269
292.58	95	0.6132
293.58	95	0.6015
294.59	97	0.5878
295.59	99	0.5761
296.59	100	0.6132
297.59	99	0.6386
298.60	98	0.6601
299.60	96	0.6503
300.60	95	0.6435
301.60	94	0.6494
302.60	94	0.6240
303.60	94	0.6416
304.61	94	0.6611
305.61	94	0.6093
306.61	95	0.6132
307.61	95	0.6748
308.62	93	0.7011
309.62	92	0.6650
310.62	91	0.6875
311.62	90	0.6943
312.62	89	0.6962
313.62	89	0.6269
314.63	91	0.5947
315.63	94	0.5917
316.63	95	0.6386
317.63	95	0.6503
318.63	94	0.6572
319.63	93	0.6464
320.64	93	0.6416
321.64	93	0.6308
322.64	94	0.6328
323.64	94	0.6162
324.64	95	0.6025
325.65	96	0.6337
326.65	96	0.6298
327.65	96	0.5966
328.65	98	0.5810
329.65	102	0.5566
330.66	103	0.5478
331.66	105	0.5625
332.66	105	0.6171
333.66	102	0.6308
334.66	99	0.6455
335.66	98	0.6357
336.66	97	0.5996
337.67	98	0.6152
338.67	97	0.6298
339.67	96	0.6367
340.67	96	0.5859
341.67	98	0.5957
342.67	98	0.6074
343.68	99	0.5771
344.68	101	0.5771
345.68	101	0.6025
346.69	100	0.6181
347.69	99	0.625
348.69	98	0.6660
349.69	97	0.5947
350.69	98	0.5878
351.70	98	0.6142
352.70	98	0.6328
353.70	96	0.6376
354.70	97	0.5751
355.70	99	0.5693
356.71	101	0.5917
357.71	100	0.6474
358.72	98	0.6718
359.72	96	0.6464
360.72	95	0.6083
361.72	96	0.6015
362.72	97	0.6113
363.73	97	0.6230
364.73	98	0.5898
365.73	99	0.5917
366.73	100	0.6074
367.73	99	0.5927
368.73	100	0.5957
369.73	100	0.6103
370.74	100	0.6005
371.74	100	0.5810
372.74	101	0.5859
