time	HeartRate	RR
0	84	0.7509
2.7383	83	0.7587
3.7411	83	0.6884
4.7429	83	0.6992
5.7444	84	0.6591
6.7469	85	0.6621
7.7485	86	0.6777
8.7492	87	0.7021
9.7504	86	0.7011
10.751	86	0.7236
11.753	86	0.7421
12.754	85	0.7470
13.755	84	0.7021
14.756	84	0.7197
15.758	85	0.6660
16.760	85	0.6484
17.762	87	0.6416
18.764	88	0.6455
19.766	89	0.6669
20.768	89	0.7060
21.769	88	0.7343
22.771	87	0.7431
23.773	86	0.7529
24.774	85	0.7285
25.776	84	0.7031
26.783	85	0.6572
27.813	87	0.6425
28.815	87	0.6748
29.840	88	0.7050
30.843	87	0.7275
31.845	86	0.7226
32.847	86	0.6992
33.849	86	0.6875
34.851	86	0.6572
35.853	88	0.6386
36.856	88	0.6347
37.859	90	0.6533
38.862	90	0.7148
39.864	89	0.6738
40.867	88	0.7060
41.869	88	0.6943
42.873	88	0.6982
43.873	88	0.6943
44.875	87	0.6875
45.878	87	0.6865
46.880	87	0.7060
47.883	87	0.7119
48.888	87	0.7021
49.890	86	0.6904
50.896	87	0.6484
51.897	88	0.6406
52.911	89	0.6425
53.921	90	0.6484
54.926	90	0.6650
55.928	90	0.6699
56.930	90	0.6796
57.931	90	0.6738
58.933	90	0.6513
59.936	90	0.6435
60.937	91	0.6523
61.938	91	0.6699
62.939	90	0.7207
63.942	88	0.7265
64.944	88	0.7207
66.217	87	0.7031
67.218	87	0.6787
68.221	87	0.6728
69.222	88	0.6621
70.225	89	0.6582
71.227	89	0.6718
72.229	89	0.6601
73.230	89	0.6582
74.233	90	0.6660
75.237	90	0.6914
76.239	89	0.6943
77.241	89	0.6689
78.245	89	0.6777
79.252	89	0.6513
80.254	90	0.6318
81.256	91	0.6269
82.259	92	0.6464
83.283	92	0.7187
84.284	91	0.7343
85.285	89	0.7167
86.287	88	0.7236
87.288	86	0.7158
88.290	86	0.6787
89.292	87	0.6865
90.296	87	0.6738
91.298	87	0.6718
92.301	88	0.6923
93.302	88	0.7060
94.305	87	0.7167
95.307	87	0.7119
96.308	86	0.7294
97.310	86	0.7187
98.311	85	0.6835
99.313	85	0.7109
