time	HeartRate	RR
0	64	1.1123
2.6736	63	1.1630
3.7132	62	0.9501
4.7261	61	0.8730
5.7406	62	0.9082
6.7568	62	1.0751
7.7785	62	0.9619
8.8263	62	0.9599
9.9017	62	0.8730
10.906	63	0.8662
11.918	63	0.9101
12.936	63	0.8623
13.942	64	0.7333
14.948	65	0.7988
15.951	67	0.8701
16.958	66	0.8339
17.968	66	0.7968
18.980	67	0.8652
19.999	68	0.7929
21.024	69	0.7792
22.042	70	0.8730
23.072	70	0.8710
24.081	70	0.8759
25.124	70	0.8447
26.156	70	0.7744
27.209	71	0.7783
28.219	72	0.8710
29.220	72	0.8994
30.222	71	0.8652
31.224	72	0.7470
32.234	72	0.7402
33.236	73	0.8154
34.238	73	0.9179
35.241	72	0.7958
36.244	72	0.7763
37.245	73	0.8085
38.247	73	0.9345
39.250	73	0.9472
40.252	72	0.8281
41.255	71	0.8183
42.256	72	0.8183
43.259	71	0.9560
44.261	71	0.9619
45.264	70	0.9306
46.265	69	0.9091
47.267	69	0.9960
48.269	68	1.1025
49.275	67	1.0166
50.280	66	0.9482
51.283	66	0.9785
52.284	65	1.0068
53.285	65	0.8271
54.289	65	0.8349
55.291	66	1.0371
56.293	66	1.1572
57.294	65	1.0810
58.296	63	1.0732
59.297	63	0.9287
60.300	62	0.8847
61.302	63	0.8974
62.305	63	1.0654
63.307	63	1.0361
64.309	62	0.9345
65.310	62	0.9257
66.311	63	0.8945
67.313	63	1.0107
68.315	63	1.1875
69.316	62	1.0410
70.319	61	1.1093
71.321	61	0.8925
72.324	61	0.8222
73.325	62	0.8642
74.328	63	0.9589
75.329	63	1.0371
76.331	63	0.9765
77.333	62	0.9013
78.335	63	0.8925
79.337	63	0.9687
80.339	63	0.8623
81.341	63	0.875
82.660	64	0.9736
83.661	64	1.0927
84.664	63	1.0136
85.666	63	0.9531
86.667	63	0.9218
87.669	63	0.8789
88.670	63	0.8798
89.672	64	1.0664
90.673	64	1.0029
91.676	63	1.0429
92.677	63	1.1025
93.680	62	0.9306
94.682	62	0.8867
95.684	62	0.8349
96.687	63	0.8535
97.689	64	1.0068
98.690	64	0.9589
99.692	64	1.0097
100.69	63	0.9667
101.69	63	0.9814
102.70	63	0.8769
103.70	63	0.8496
104.70	63	0.9658
105.70	64	1.0371
106.71	63	1.0253
107.71	63	0.9970
108.71	63	1.0136
109.72	62	1.0166
110.72	62	1.0175
111.72	62	0.9101
112.72	62	1.0722
113.73	62	1.0205
114.73	61	1.1445
115.73	61	0.9609
116.74	60	0.9687
