time	HeartRate	RR
0	77	0.7109
2.4199	78	0.7685
3.4223	78	0.8349
4.4247	78	0.7587
5.4393	78	0.8457
6.4412	77	0.7802
7.4440	77	0.8496
8.4464	76	0.8408
9.4498	76	0.7412
10.452	77	0.7460
11.454	78	0.6865
12.457	80	0.6640
13.460	81	0.6757
14.461	83	0.6513
15.463	84	0.6103
16.465	87	0.6191
17.468	88	0.6640
18.470	88	0.6660
19.473	88	0.6923
21.410	88	0.6855
22.412	88	0.6992
23.414	87	0.7070
24.416	87	0.6582
25.417	88	0.6542
26.419	89	0.6298
27.421	91	0.6152
28.423	92	0.6093
29.423	93	0.6103
30.425	94	0.6132
31.425	97	0.5800
32.427	98	0.5683
33.432	100	0.6337
34.434	99	0.625
35.436	98	0.6298
36.438	96	0.6962
37.440	94	0.6640
38.441	93	0.6396
39.443	93	0.6728
40.446	92	0.6914
41.447	90	0.6894
42.449	91	0.6572
43.451	91	0.6601
44.454	90	0.6572
45.455	90	0.7197
46.455	88	0.7373
47.458	87	0.7041
48.460	87	0.6699
49.462	87	0.6953
50.465	86	0.7285
51.467	86	0.7207
52.469	86	0.6845
53.472	86	0.6806
54.474	87	0.6972
55.475	87	0.7080
56.476	86	0.6816
57.478	86	0.7236
58.479	86	0.6904
59.491	86	0.7109
60.494	86	0.6523
61.496	87	0.7060
62.499	86	0.6923
63.499	86	0.7480
64.504	86	0.7119
65.505	85	0.7529
66.509	85	0.6679
67.510	85	0.6582
68.511	86	0.7753
69.513	86	0.7080
70.515	85	0.7695
71.547	84	0.7167
72.549	84	0.8203
73.551	82	0.8271
74.552	81	0.7509
75.553	82	0.7529
76.555	81	0.7011
77.556	82	0.7363
78.558	82	0.6875
79.564	83	0.6953
80.566	84	0.7177
81.568	84	0.6923
82.570	84	0.7158
83.573	84	0.7177
84.575	84	0.6640
85.577	86	0.6757
86.579	86	0.6484
87.580	87	0.6357
88.582	88	0.6640
89.584	88	0.7460
90.587	87	0.6572
91.588	88	0.6787
