CSV,HP,LP,ORDER,Decision Tree,Logistic Regression,KNN,SVC,Naive Bayes
9_40_9.csv,9,40,9,0.5,0.35714285714285715,0.5,0.5,0.35714285714285715
5_15_7.csv,5,15,7,0.5714285714285714,0.5,0.35714285714285715,0.42857142857142855,0.42857142857142855
9_40_8.csv,9,40,8,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857
5_20_8.csv,5,20,8,0.42857142857142855,0.5,0.5714285714285714,0.5,0.35714285714285715
5_20_9.csv,5,20,9,0.5714285714285714,0.7857142857142857,0.5714285714285714,0.7142857142857143,0.5
5_20_7.csv,5,20,7,0.2857142857142857,0.5,0.5,0.42857142857142855,0.5714285714285714
5_15_8.csv,5,15,8,0.2857142857142857,0.5,0.35714285714285715,0.5714285714285714,0.5
5_15_9.csv,5,15,9,0.2857142857142857,0.5,0.5,0.5,0.5
9_40_7.csv,9,40,7,0.5714285714285714,0.42857142857142855,0.5,0.6428571428571429,0.42857142857142855
