88:6B:0F:F1:94:16;0;1;1;0;0;3;0;83;0;0;0;1607443133639
88:6B:0F:F1:94:16;1;1;1;0;0;1;0;82;0;0;0;1607443133726
88:6B:0F:F1:94:16;2;1;1;0;0;3;0;82;0;0;0;1607443133834
88:6B:0F:F1:94:16;3;1;1;0;0;0;0;82;0;0;0;1607443133916
88:6B:0F:F1:94:16;5;1;1;0;0;0;0;83;0;0;0;1607443134122
88:6B:0F:F1:94:16;6;1;1;0;0;3;0;83;0;0;0;1607443134228
88:6B:0F:F1:94:16;7;1;1;0;0;0;0;83;0;0;0;1607443134320
88:6B:0F:F1:94:16;8;1;1;0;0;3;0;83;0;0;0;1607443134429
88:6B:0F:F1:94:16;9;1;1;0;0;1;0;83;0;0;0;1607443134535
88:6B:0F:F1:94:16;11;1;1;0;0;1;0;83;0;0;0;1607443134726
88:6B:0F:F1:94:16;10;1;1;0;0;3;0;83;0;0;0;1607443134617
88:6B:0F:F1:94:16;12;1;1;0;0;3;0;82;0;0;0;1607443134833
88:6B:0F:F1:94:16;13;1;1;0;0;0;0;81;0;0;0;1607443134920
88:6B:0F:F1:94:16;14;1;1;0;0;3;0;81;0;0;0;1607443135029
88:6B:0F:F1:94:16;15;1;1;0;0;1;0;81;0;0;0;1607443135135
88:6B:0F:F1:94:16;0;1;1;0;0;3;0;80;0;0;0;1607443135217
88:6B:0F:F1:94:16;1;1;1;0;0;1;0;81;0;0;0;1607443135319
88:6B:0F:F1:94:16;2;1;1;0;0;1;0;81;0;0;0;1607443135426
88:6B:0F:F1:94:16;3;1;1;0;0;1;0;81;0;0;0;1607443135514
88:6B:0F:F1:94:16;4;1;1;0;0;3;0;82;0;0;0;1607443135622
88:6B:0F:F1:94:16;5;1;1;0;0;1;0;82;0;0;0;1607443135737
88:6B:0F:F1:94:16;7;1;1;0;0;0;0;82;0;0;0;1607443135922
88:6B:0F:F1:94:16;8;1;1;0;0;3;0;82;0;0;0;1607443136029
88:6B:0F:F1:94:16;9;1;1;0;0;1;0;82;0;0;0;1607443136121
