88:6B:0F:F1:94:16;0;1;1;0;0;0;522;0;0;0;0;1607444453900
88:6B:0F:F1:94:16;1;1;1;0;0;0;507;0;0;0;0;1607444454007
88:6B:0F:F1:94:16;2;1;1;0;0;0;484;0;0;0;0;1607444454096
88:6B:0F:F1:94:16;4;1;1;0;0;0;505;0;0;0;0;1607444454315
88:6B:0F:F1:94:16;5;1;1;0;0;0;510;0;0;0;0;1607444454393
88:6B:0F:F1:94:16;6;1;1;0;0;0;499;0;0;0;0;1607444454503
88:6B:0F:F1:94:16;7;1;1;0;0;0;463;0;0;0;0;1607444454609
88:6B:0F:F1:94:16;8;1;1;0;0;0;526;0;0;0;0;1607444454698
88:6B:0F:F1:94:16;9;1;1;0;0;0;502;0;0;0;0;1607444454807
88:6B:0F:F1:94:16;10;1;1;0;0;0;491;0;0;0;0;1607444454913
88:6B:0F:F1:94:16;11;1;1;0;0;0;486;0;0;0;0;1607444455009
88:6B:0F:F1:94:16;12;1;1;0;0;0;499;0;0;0;0;1607444455117
88:6B:0F:F1:94:16;13;1;1;0;0;0;492;0;0;0;0;1607444455200
88:6B:0F:F1:94:16;14;1;1;0;0;0;496;0;0;0;0;1607444455319
88:6B:0F:F1:94:16;15;1;1;0;0;0;461;0;0;0;0;1607444455400
88:6B:0F:F1:94:16;0;1;1;0;0;0;535;0;0;0;0;1607444455509
88:6B:0F:F1:94:16;1;1;1;0;0;0;504;0;0;0;0;1607444455615
88:6B:0F:F1:94:16;2;1;1;0;0;0;498;0;0;0;0;1607444455699
88:6B:0F:F1:94:16;3;1;1;0;0;0;494;0;0;0;0;1607444455813
88:6B:0F:F1:94:16;4;1;1;0;0;0;504;0;0;0;0;1607444455896
88:6B:0F:F1:94:16;5;1;1;0;0;0;513;0;0;0;0;1607444456016
88:6B:0F:F1:94:16;7;1;1;0;0;0;478;0;0;0;0;1607444456222
88:6B:0F:F1:94:16;8;1;1;0;0;0;531;0;0;0;0;1607444456313
