CSV,HP,LP,ORDER,Decision Tree,Logistic Regression,KNN,SVC,Naive Bayes
5_15_7,5,15,7,0.6384615384615384,0.4641025641025641,0.6,0.5128205128205128,0.5923076923076923
5_20_7,5,20,7,0.6102564102564103,0.4641025641025641,0.6,0.5128205128205128,0.5923076923076923
9_40_7,9,40,7,0.6512820512820513,0.5512820512820513,0.6051282051282051,0.5128205128205128,0.6205128205128205
5_20_9,5,20,9,0.6538461538461539,0.46923076923076923,0.6153846153846154,0.5076923076923077,0.5974358974358974
9_40_9,9,40,9,0.6205128205128205,0.5564102564102564,0.6153846153846154,0.541025641025641,0.6256410256410256
5_15_9,5,15,9,0.6230769230769231,0.46923076923076923,0.6153846153846154,0.5076923076923077,0.5974358974358974
5_15_8,5,15,8,0.6307692307692307,0.48717948717948717,0.6,0.5,0.5923076923076923
9_40_8,9,40,8,0.6128205128205129,0.5538461538461539,0.617948717948718,0.5307692307692308,0.6256410256410256
5_20_8,5,20,8,0.6435897435897436,0.48717948717948717,0.6,0.5,0.5923076923076923
