CSV,HP,LP,ORDER,Decision Tree,Logistic Regression,KNN,SVC,Naive Bayes
5_15_7,5,15,7,0.6153846153846154,0.441025641025641,0.5666666666666667,0.46923076923076923,0.5897435897435898
5_20_7,5,20,7,0.6153846153846154,0.441025641025641,0.5666666666666667,0.46923076923076923,0.5897435897435898
9_40_7,9,40,7,0.6051282051282051,0.48205128205128206,0.5615384615384615,0.4897435897435898,0.5923076923076923
5_20_9,5,20,9,0.6102564102564103,0.45384615384615384,0.5717948717948718,0.46923076923076923,0.5923076923076923
9_40_9,9,40,9,0.6102564102564103,0.4948717948717949,0.5743589743589743,0.4948717948717949,0.5923076923076923
5_15_9,5,15,9,0.6102564102564103,0.45384615384615384,0.5717948717948718,0.46923076923076923,0.5923076923076923
5_15_8,5,15,8,0.6128205128205129,0.4461538461538462,0.5717948717948718,0.46923076923076923,0.5871794871794872
9_40_8,9,40,8,0.6102564102564103,0.48717948717948717,0.5666666666666667,0.49230769230769234,0.5974358974358974
5_20_8,5,20,8,0.6128205128205129,0.4461538461538462,0.5717948717948718,0.46923076923076923,0.5871794871794872
