CSV,HP,LP,ORDER,Decision Tree,Logistic Regression,KNN,SVC,Naive Bayes
5_15_7,5,15,7,0.6346153846153846,0.49230769230769234,0.6230769230769231,0.5153846153846153,0.5884615384615385
5_20_7,5,20,7,0.6346153846153846,0.49230769230769234,0.6230769230769231,0.5153846153846153,0.5884615384615385
9_40_7,9,40,7,0.6153846153846154,0.5038461538461538,0.6230769230769231,0.5076923076923077,0.6153846153846154
5_20_9,5,20,9,0.6346153846153847,0.49615384615384617,0.6230769230769231,0.5115384615384615,0.5923076923076923
9_40_9,9,40,9,0.6,0.5153846153846154,0.6423076923076924,0.5307692307692308,0.6076923076923078
5_15_9,5,15,9,0.6346153846153847,0.49615384615384617,0.6230769230769231,0.5115384615384615,0.5923076923076923
5_15_8,5,15,8,0.6307692307692307,0.49615384615384617,0.6153846153846154,0.5153846153846153,0.5923076923076923
9_40_8,9,40,8,0.6038461538461538,0.5153846153846154,0.6346153846153846,0.5384615384615384,0.6153846153846154
5_20_8,5,20,8,0.6307692307692307,0.49615384615384617,0.6153846153846154,0.5153846153846153,0.5923076923076923
