time	HeartRate	RR
0	104	0.6191
2.4015	103	0.6054
3.4036	102	0.6025
4.4054	102	0.5615
5.4081	103	0.5673
6.4113	104	0.5849
7.4134	102	0.6015
8.4157	102	0.5966
9.8989	101	0.6152
10.901	100	0.6064
11.904	100	0.6171
12.906	99	0.5927
13.908	101	0.5712
14.911	104	0.5429
15.912	107	0.5107
16.913	111	0.5068
17.915	115	0.4931
18.917	117	0.5058
19.919	117	0.5175
20.921	117	0.5302
21.923	116	0.5937
22.926	111	0.5917
23.928	107	0.6054
24.931	106	0.5390
25.934	108	0.5283
26.936	111	0.5107
27.938	112	0.5175
28.941	113	0.5390
29.944	113	0.5312
30.947	113	0.5292
31.950	113	0.5214
32.951	115	0.4951
33.953	118	0.4843
34.956	120	0.4912
35.957	120	0.5068
36.959	118	0.5146
37.961	119	0.4892
38.963	120	0.4951
39.965	120	0.5087
40.966	119	0.5087
41.969	118	0.5400
42.971	114	0.5957
43.975	112	0.5302
44.976	112	0.5322
45.978	112	0.5410
46.979	110	0.5849
47.982	108	0.6123
48.984	105	0.5703
49.986	106	0.5498
50.988	108	0.5273
51.990	110	0.5283
52.992	111	0.5546
53.994	110	0.5712
54.997	107	0.5859
55.999	105	0.5849
57.001	105	0.5732
58.004	105	0.5458
59.007	106	0.5615
60.008	106	0.5810
61.010	106	0.5654
62.013	108	0.5214
63.015	110	0.5273
64.016	111	0.5117
65.018	113	0.5224
66.021	113	0.5283
67.022	113	0.5371
68.024	112	0.5449
69.025	111	0.5498
70.028	110	0.5556
71.030	109	0.5634
72.033	109	0.5351
73.035	111	0.5292
74.036	111	0.5253
75.039	113	0.5175
76.041	113	0.5273
77.042	114	0.5136
78.044	115	0.5107
79.045	117	0.5009
80.047	118	0.5087
81.049	117	0.5117
82.052	118	0.5126
83.054	117	0.5126
84.057	117	0.5244
85.058	116	0.5185
86.061	117	0.4941
87.066	119	0.4785
88.068	122	0.4697
89.070	123	0.4794
90.072	124	0.4873
91.075	124	0.5068
92.077	121	0.5371
93.079	116	0.5937
94.081	102	0.7343
95.082	98	0.6064
96.084	99	0.5712
97.086	102	0.5351
98.087	107	0.5146
99.089	111	0.5097
100.09	113	0.5195
101.09	113	0.5273
102.09	114	0.5214
103.09	114	0.5332
104.10	113	0.5380
105.10	113	0.5654
106.10	110	0.5830
107.10	107	0.5966
108.11	106	0.5673
109.11	108	0.5244
110.11	111	0.5136
111.11	114	0.5009
112.12	115	0.5234
113.12	114	0.5595
114.12	112	0.5410
115.12	110	0.5800
116.12	109	0.6035
117.12	105	0.6171
118.13	104	0.5751
119.13	104	0.5605
120.13	105	0.5566
121.13	105	0.5478
122.13	107	0.5537
123.14	107	0.5556
124.14	107	0.5576
125.14	107	0.5751
126.14	106	0.5576
127.15	106	0.5888
128.15	105	0.5517
129.15	106	0.5615
130.15	106	0.5732
131.15	104	0.6240
132.16	104	0.5400
133.16	108	0.5136
134.16	111	0.5214
135.17	112	0.5419
136.17	111	0.5439
137.18	111	0.5507
138.18	111	0.5361
139.18	111	0.5400
140.23	111	0.5322
141.24	112	0.5302
142.24	112	0.5419
143.26	110	0.5712
144.26	109	0.5468
145.26	111	0.5068
146.27	114	0.4960
