time	HeartRate	RR
0	97	0.5996
3.0256	99	0.5771
4.0278	100	0.5507
5.0303	103	0.5585
6.0321	104	0.5742
7.0342	104	0.6035
8.0405	103	0.6005
9.0437	101	0.6074
10.051	101	0.5810
11.065	102	0.5566
12.066	104	0.5546
13.068	105	0.5634
14.070	105	0.5810
15.072	105	0.5839
16.074	104	0.5957
17.077	103	0.5888
18.078	103	0.5791
19.079	103	0.5781
20.089	103	0.5751
21.091	103	0.5830
22.096	103	0.5800
23.099	103	0.5810
24.101	102	0.6074
25.101	102	0.6044
26.104	101	0.5957
27.106	102	0.5830
28.107	102	0.5839
29.108	102	0.5878
30.109	101	0.6005
31.111	101	0.6015
32.113	101	0.6015
33.115	101	0.5976
34.117	100	0.6152
35.119	99	0.6103
36.122	99	0.6367
37.125	98	0.6298
38.126	97	0.625
39.128	97	0.6015
40.130	98	0.6064
41.132	98	0.5976
42.134	99	0.5742
43.136	103	0.5371
44.138	105	0.5517
45.139	106	0.5576
46.141	106	0.5830
47.144	105	0.6074
48.146	103	0.6044
49.151	102	0.5849
50.154	103	0.5654
51.157	103	0.5537
52.159	105	0.5507
53.161	107	0.5517
54.163	107	0.5625
55.165	107	0.5966
56.166	104	0.6054
57.173	102	0.6142
58.180	102	0.5820
59.185	102	0.5761
60.187	103	0.5722
61.188	104	0.5625
62.190	104	0.5703
63.192	105	0.5722
64.193	105	0.5654
65.195	105	0.5722
66.197	106	0.5410
67.200	109	0.5175
68.204	112	0.5048
69.206	115	0.5009
70.208	116	0.5117
71.210	116	0.5234
72.213	115	0.5458
73.215	112	0.5664
74.217	110	0.6064
75.219	106	0.6142
76.225	103	0.6259
77.234	101	0.6005
78.240	101	0.5800
79.243	103	0.5498
80.245	106	0.5449
81.246	107	0.5644
82.249	107	0.5595
83.251	107	0.5625
84.252	106	0.5712
85.254	106	0.6015
86.256	104	0.5957
87.258	103	0.5898
88.259	103	0.5673
89.261	104	0.5546
90.264	105	0.5615
91.266	106	0.5615
92.267	106	0.5664
93.269	106	0.5673
94.270	106	0.5800
95.271	105	0.5712
96.273	106	0.5527
97.276	107	0.5488
98.278	107	0.5400
99.280	108	0.5488
100.28	108	0.5703
101.28	108	0.5478
102.28	108	0.5498
103.28	109	0.5498
104.29	109	0.5537
105.29	109	0.5517
106.29	109	0.5429
107.29	110	0.5292
108.29	111	0.5292
109.30	111	0.5605
110.30	110	0.5947
111.30	107	0.6513
112.30	102	0.6572
113.30	98	0.6386
114.31	98	0.5849
115.31	99	0.5761
116.31	101	0.5625
117.31	103	0.5771
118.31	103	0.5849
119.49	103	0.5976
120.49	102	0.6005
121.49	101	0.5947
122.50	101	0.5830
123.50	102	0.5732
124.50	104	0.5605
125.50	105	0.5458
126.50	106	0.5566
127.51	107	0.5800
128.51	105	0.5927
129.51	104	0.5996
130.51	103	0.5869
131.51	103	0.5732
132.51	104	0.5576
133.52	105	0.5605
134.52	105	0.5742
135.52	105	0.5791
136.52	105	0.6015
137.52	103	0.6093
138.53	102	0.5957
