time	HeartRate	RR
0	44	1.4287
2.9206	44	1.3574
3.9226	44	1.3945
5.9123	44	1.3828
6.9198	44	1.2734
7.9221	44	1.2900
9.9229	44	1.2626
10.931	44	1.3017
11.939	45	1.4296
13.926	45	1.2568
14.932	45	1.3886
15.942	45	1.3486
16.947	45	1.2695
17.987	45	1.2734
19.920	45	1.1777
20.946	45	1.2041
21.948	46	1.2041
22.950	46	1.2148
23.952	47	1.0488
24.953	47	1.1328
26.923	48	1.2187
27.931	48	1.0878
28.934	49	1.2353
29.936	49	1.125
30.938	49	1.1826
32.932	50	1.2763
33.935	49	1.25
34.954	49	1.1054
35.956	49	1.1992
36.959	50	1.1347
38.936	50	1.2802
39.937	50	1.2714
40.938	50	1.1923
42.937	50	1.2666
43.938	49	1.3427
44.941	49	1.3154
45.943	49	1.1513
47.933	49	1.2880
48.940	49	1.3134
49.962	49	1.3779
51.942	48	1.2265
52.945	48	1.2988
53.948	48	1.3271
54.950	48	1.2617
56.944	48	1.3798
57.947	47	1.1923
58.950	47	1.2617
59.953	47	1.3105
61.941	47	1.3076
62.948	47	1.2050
63.950	47	1.3037
64.952	47	1.1533
65.954	48	1.1083
67.950	48	1.2236
68.953	48	1.2421
69.956	48	1.1103
70.972	49	1.2138
71.975	49	1.1806
72.976	49	1.2207
74.953	49	1.1435
75.955	49	1.0976
76.958	50	1.1640
77.960	50	1.1337
78.962	50	1.1806
79.965	51	1.2060
81.957	50	1.1582
82.959	51	1.1259
83.962	51	1.0908
84.964	51	1.1533
85.966	51	1.1845
87.960	51	1.1728
88.962	51	1.2587
89.973	51	1.2412
90.974	51	1.1855
91.976	51	1.2382
93.963	51	1.2138
94.965	50	1.2119
95.968	50	1.1669
96.970	50	1.2119
97.973	50	1.1142
99.966	50	1.2412
100.96	51	1.1660
101.97	50	1.2841
102.97	50	1.2919
103.97	50	1.1572
105.96	50	1.2509
106.97	50	1.2343
107.97	50	1.1621
108.97	50	1.2158
110.96	50	1.2353
111.97	50	1.2041
113.97	50	0.9941
114.97	50	0.9736
115.97	51	1.0390
116.97	52	1.0722
117.98	53	1.0703
118.98	53	0.9892
119.98	54	1.0908
120.99	54	1.1416
121.99	54	1.0693
122.99	54	1.0175
123.99	54	1.0537
124.99	55	1.0117
126.00	55	1.0175
127.00	55	1.0654
128.00	56	1.0078
129.01	56	1.0244
130.01	56	0.9667
131.01	57	0.9599
132.01	57	0.9990
133.02	58	1.0009
134.02	58	0.9169
135.02	58	1.0039
136.02	59	1.0556
137.03	59	0.9912
138.03	59	1.1298
139.03	59	1.1367
140.98	58	1.0351
141.98	58	1.1445
142.99	57	1.1044
143.99	57	1.1914
144.99	57	1.1533
145.99	56	1.1455
146.99	56	0.9794
148.00	56	1.0087
149.00	56	1.0156
150.00	57	0.9267
151.00	57	1.0439
152.01	57	1.1787
154.01	57	1.2138
155.01	56	0.9960
156.01	56	1.0878
157.01	56	1.1591
158.01	56	1.0097
159.02	56	1.1396
160.02	56	1.1337
161.03	56	1.0156
162.03	56	1.0429
163.03	56	1.0332
164.03	56	1.0771
165.04	56	1.0224
166.04	56	1.0986
167.99	56	1.1201
169.00	56	1.0576
170.00	56	1.1738
171.00	56	1.0761
172.00	56	1.1562
173.01	55	1.1064
174.01	55	1.0839
175.01	55	0.9941
176.01	55	1.0351
177.01	56	1.0498
178.01	56	0.9550
179.02	56	1.0859
180.99	57	1.1552
182.00	56	1.0527
183.00	56	1.2128
184.01	56	1.1894
185.02	55	0.9980
186.02	55	0.9726
187.03	56	1.0527
188.03	56	0.9941
189.03	56	1.0244
190.03	57	0.9238
191.04	57	1.0009
192.04	58	0.9628
193.04	59	0.9218
194.04	59	0.9980
195.04	59	0.9003
196.05	60	0.9326
197.05	60	0.9726
198.05	61	0.9453
199.05	61	0.8730
200.05	61	0.9169
201.05	62	0.9394
202.06	62	0.9755
203.06	62	0.875
204.06	63	0.9179
205.06	63	0.9023
207.02	64	0.8583
208.02	64	0.9296
209.02	64	1.1328
210.02	64	1.1875
211.03	63	1.0097
212.03	62	1.0400
213.03	61	1.0039
214.03	61	1.0371
215.03	61	1.0927
216.04	61	1.0234
217.52	60	1.0742
218.52	60	1.1884
220.52	59	1.0214
221.52	59	1.1562
222.53	58	1.2138
223.53	58	1.1376
224.53	57	1.1728
225.53	56	1.2636
227.02	56	1.1064
228.03	55	1.1923
229.03	55	1.2021
230.03	54	1.1728
231.03	54	1.2841
233.03	54	1.1884
234.03	53	1.1328
235.03	53	1.2050
236.03	53	1.0634
237.04	53	0.9580
238.04	53	1.0976
239.04	54	1.0556
240.04	54	0.9677
241.05	55	1.1318
243.03	55	1.2666
244.03	55	1.0957
245.04	54	1.2392
246.04	54	1.2529
247.04	53	1.2285
248.04	53	1.2509
250.04	52	1.0878
251.04	52	1.125
252.04	52	1.1035
253.04	53	1.0517
254.04	53	1.2910
256.04	53	1.1962
257.04	52	1.2275
258.04	52	1.2373
259.04	52	1.0429
260.04	52	1.2031
261.05	52	1.2646
262.05	52	1.0810
264.04	52	1.0488
265.04	52	1.2138
266.05	52	1.2031
267.05	52	1.1621
268.05	52	1.2236
270.05	52	1.2119
271.05	51	1.1757
272.05	51	1.1972
273.07	51	1.0468
274.07	52	1.1171
275.07	52	1.1210
276.08	52	1.0361
277.08	52	0.9843
278.08	53	1.1054
279.08	54	1.1181
280.09	54	1.0478
282.05	54	1.1552
283.05	54	1.1445
284.06	54	1.0615
285.06	54	1.1738
286.06	54	1.1962
287.06	53	1.0449
288.06	54	1.1435
289.07	54	1.1708
291.05	53	1.0029
292.06	54	1.1347
293.06	54	1.25
294.06	54	1.1357
295.06	53	1.2128
297.06	53	1.1806
298.06	53	1.1542
299.06	53	1.2167
300.07	52	1.1464
301.07	52	1.1396
302.07	52	1.1630
303.07	52	1.0898
304.08	52	1.0751
305.08	53	1.1132
307.06	53	1.1367
308.06	53	1.0458
309.07	53	1.0234
310.07	54	1.0419
311.07	54	0.9160
312.07	55	0.8701
313.08	56	0.9228
314.08	57	1.0224
315.08	58	0.9150
316.08	58	0.9042
317.08	59	0.9892
318.09	59	0.8945
319.57	60	0.8847
320.57	61	0.8867
321.57	62	0.8417
322.57	63	0.8544
323.58	63	0.9052
324.58	64	0.9326
325.58	64	0.8818
326.58	65	0.8564
327.59	65	0.7841
328.59	66	0.7529
329.59	68	0.7285
330.59	69	0.7783
331.60	70	0.9687
332.60	70	1.1259
333.60	69	1.0693
334.60	67	0.9941
335.60	66	0.9189
336.61	66	0.9208
337.61	66	0.9511
338.61	66	0.8505
339.61	66	0.875
340.62	67	0.8964
341.62	67	0.8496
342.62	67	0.9384
343.62	67	1.0
344.62	66	1.0771
345.62	66	0.9296
346.63	65	0.8916
347.63	65	0.8681
348.63	65	0.8388
349.63	66	0.9160
350.63	66	1.0937
351.64	66	0.9931
352.64	65	0.9443
353.64	64	1.1474
354.64	64	1.0908
355.65	62	0.9414
356.65	63	0.8505
357.65	63	0.8408
358.66	64	0.9580
360.09	64	0.9414
362.09	64	1.1220
363.09	62	0.9902
365.09	62	1.0146
366.09	62	0.9199
368.09	62	1.0058
369.10	61	0.9697
370.10	61	1.0732
371.10	61	1.0283
372.10	61	1.0585
373.10	60	0.9335
374.11	61	0.9873
