time	HeartRate	RR
0	71	0.8837
2.3142	71	0.9199
3.3183	70	0.9335
4.3223	70	0.9570
5.3339	69	0.9736
6.8069	69	0.9921
7.8106	68	0.9941
8.8134	67	0.9833
9.8316	66	0.9589
10.848	66	0.9238
11.853	66	0.9492
12.876	66	0.9882
13.884	65	0.9609
14.907	65	0.9843
15.922	65	0.9355
16.924	64	0.9443
17.937	64	0.8867
18.947	64	0.9072
19.964	65	0.9208
20.989	65	0.9384
22.014	65	0.9599
23.016	64	0.9511
24.040	64	0.9355
25.060	64	0.9189
26.070	64	0.8310
27.074	65	0.8076
28.094	66	0.7470
29.095	69	0.7421
30.106	70	0.7187
31.118	72	0.7275
32.126	74	0.7246
33.133	75	0.7167
34.305	76	0.7187
35.307	77	0.7060
36.309	78	0.6992
37.311	79	0.7031
38.311	80	0.7353
39.314	80	0.75
40.316	80	0.7675
41.318	80	0.7656
42.320	80	0.7490
43.322	80	0.7421
44.324	80	0.7480
45.326	80	0.8203
46.329	79	0.8095
47.330	79	0.8085
48.333	78	0.8310
49.334	78	0.8652
50.336	76	0.8769
51.337	75	0.9189
52.341	74	0.8818
53.342	74	0.8505
54.345	73	0.8125
55.346	73	0.7958
56.352	74	0.7929
57.353	74	0.7822
58.356	74	0.8085
59.357	74	0.8417
60.358	74	0.8730
61.365	73	0.8525
62.366	73	0.8408
63.369	73	0.8291
64.376	73	0.8349
65.377	73	0.8476
66.378	72	0.8808
67.380	72	0.9306
68.381	71	0.9052
69.383	70	0.875
70.383	70	0.8818
71.386	70	0.8769
72.387	70	0.8964
73.389	69	0.8964
74.399	69	0.8720
75.402	69	0.8847
76.403	69	0.8623
77.405	69	0.8076
78.406	70	0.7626
79.408	71	0.7587
80.413	71	0.7578
81.415	73	0.7480
82.416	74	0.7744
83.418	74	0.7900
84.419	75	0.7919
85.421	75	0.7939
86.422	75	0.7783
87.423	75	0.7910
88.425	75	0.8046
89.427	75	0.8281
90.429	74	0.8720
91.432	74	0.8808
92.437	73	0.8691
93.438	73	0.8779
94.440	72	0.9013
95.443	72	0.8730
96.444	71	0.8466
97.446	71	0.8125
98.447	71	0.7958
99.449	72	0.8193
100.45	72	0.8359
101.45	72	0.8496
102.46	72	0.8642
103.46	72	0.8671
104.46	71	0.8427
105.47	71	0.8388
106.47	71	0.8496
107.48	71	0.8945
108.49	71	0.9326
109.49	70	0.9794
110.49	70	0.9560
111.49	69	1.0117
112.50	68	1.0156
113.50	67	0.9570
114.50	66	0.9208
115.51	66	0.8955
116.51	66	0.8642
117.51	66	0.8935
118.51	66	0.8935
119.51	67	0.9013
120.51	67	0.9472
121.52	66	0.9453
122.52	66	0.9335
123.53	66	0.9755
124.53	66	0.9941
125.53	65	0.9726
126.53	65	0.9677
127.53	64	0.9511
128.53	64	0.8847
129.53	64	0.9169
130.54	65	0.9658
131.54	65	0.9648
132.54	64	1.0195
133.54	64	1.0263
134.54	63	1.0146
135.55	63	0.9501
136.55	63	0.9218
137.56	63	0.8984
138.56	63	0.8857
139.57	64	0.8554
140.57	65	0.7949
141.57	66	0.8681
142.59	67	0.9492
143.59	67	0.9384
144.59	66	0.9736
145.60	66	0.9267
146.60	66	0.9082
147.60	66	0.8681
148.60	66	0.7851
149.60	67	0.8056
150.61	68	0.9013
151.61	68	0.9560
152.61	68	0.9433
153.61	67	0.9960
154.62	67	1.0019
155.62	66	0.9912
156.62	66	0.9199
157.62	66	0.8291
158.62	66	0.7900
159.63	67	0.8603
160.64	68	0.9599
161.75	68	0.9804
162.76	67	0.9560
163.76	67	0.9355
164.76	66	0.9423
165.76	66	0.9228
166.76	66	0.9013
167.77	66	0.8945
168.77	66	0.8720
169.78	66	0.8427
170.78	67	0.7871
171.78	67	0.8046
172.78	68	0.8291
173.81	69	0.8828
174.81	69	0.9287
175.82	68	0.9365
176.83	68	0.9453
177.83	67	0.9492
178.84	67	0.9208
179.85	67	0.9130
180.85	67	0.8593
181.92	67	0.8330
182.92	68	0.8242
183.94	68	0.8583
184.94	69	0.9023
185.94	69	0.9111
186.94	68	0.9248
187.95	68	0.9414
188.95	68	0.9062
189.96	67	0.9296
190.96	67	0.9023
191.97	67	0.9013
192.97	67	0.9277
193.97	67	0.9667
194.97	67	0.9541
195.97	66	1.0019
196.97	65	0.9130
197.98	65	0.9394
198.98	65	1.0019
199.98	65	0.9931
200.98	64	0.9921
201.98	64	0.9736
202.98	64	0.9072
203.99	64	0.9580
204.99	64	1.0
205.99	63	1.0058
206.99	63	1.0439
207.99	63	1.0029
209.00	62	1.0
210.00	62	0.9863
211.00	62	0.9355
212.00	62	0.9228
213.01	62	0.9326
214.01	62	0.9531
215.01	63	0.9492
216.01	63	0.9482
217.01	63	0.8408
218.01	64	0.8261
219.01	65	0.8447
220.02	65	0.8583
221.02	66	0.8818
222.02	66	0.8525
223.02	67	0.9326
224.02	67	0.9804
225.02	66	0.9697
226.02	65	0.9736
227.02	65	0.8837
228.03	65	0.8300
229.03	66	0.8330
230.03	66	0.8769
231.03	67	0.8916
232.03	67	0.8535
233.03	67	0.8769
234.03	67	0.8369
235.04	68	0.8291
236.04	68	0.8320
237.04	68	0.8085
238.04	69	0.8173
239.04	70	0.8691
240.04	70	0.8994
241.04	70	0.9111
242.05	69	0.9472
243.05	69	0.9736
244.05	68	0.9384
245.05	68	0.8837
246.05	67	0.8437
247.05	68	0.8554
248.06	68	0.9130
249.06	68	0.8984
250.06	67	0.8974
251.06	67	0.8662
252.06	67	0.8798
253.06	68	0.8398
254.07	68	0.8183
255.07	69	0.7783
256.07	69	0.7841
257.07	71	0.7802
258.07	71	0.8105
259.07	71	0.8281
260.08	72	0.8447
261.08	72	0.8935
262.08	71	0.8925
263.08	71	0.8847
264.08	71	0.7783
265.08	71	0.7822
266.09	72	0.8193
267.09	72	0.9042
268.09	72	0.9082
269.09	71	0.9716
270.09	70	0.9755
271.10	70	1.0195
272.10	69	0.9687
273.10	67	0.9843
274.10	67	0.8203
275.10	67	0.7744
276.11	68	0.8134
277.11	69	0.9414
278.11	69	0.9179
279.11	68	0.9033
280.12	68	0.8994
281.12	68	0.8955
282.12	68	0.9931
283.12	67	0.9951
284.12	67	1.0400
285.13	66	0.9853
286.13	65	0.9667
287.13	65	0.9404
288.13	65	0.9052
289.13	65	0.8798
290.14	65	0.9042
291.14	65	0.9931
292.14	65	1.0205
293.14	64	1.0
294.15	64	0.9970
295.16	64	1.0185
296.16	63	1.0156
297.16	63	1.0195
298.17	62	0.9765
299.17	62	0.9765
300.18	62	1.0283
301.18	62	1.0546
302.18	61	1.0078
303.18	61	0.9619
304.18	61	1.0087
305.29	61	1.0537
306.29	61	1.0605
307.30	60	1.1386
308.31	60	1.1621
309.32	59	1.1523
310.32	58	1.1064
311.33	58	1.0966
312.33	57	1.1269
313.33	57	1.1357
314.35	57	1.125
315.35	56	1.1533
316.35	56	1.0947
317.36	56	1.0771
318.37	56	0.9833
319.37	56	0.9902
320.40	56	1.0263
321.40	57	1.0673
322.40	57	1.0595
323.45	57	1.0371
324.52	57	1.0390
325.52	57	1.0410
326.53	57	1.0341
327.53	57	1.0097
328.80	57	0.9375
329.80	58	0.9355
330.81	58	0.9414
331.81	59	0.9580
332.83	59	0.9697
333.84	60	0.9375
334.84	61	0.8779
336.29	62	0.9423
337.30	62	1.0068
338.30	62	0.9521
339.31	62	0.9716
340.36	62	0.9248
341.42	62	0.9316
342.42	62	0.8662
343.43	64	0.8066
344.44	65	0.8203
345.44	66	0.8496
346.44	66	0.8164
347.46	67	0.8437
348.48	68	0.8515
349.51	68	0.8681
350.56	68	0.8251
351.57	68	0.8173
352.58	69	0.8027
353.58	69	0.7675
354.60	71	0.8251
355.61	71	0.9218
356.62	70	0.9140
357.63	70	0.9306
358.64	69	0.9052
359.64	69	0.8417
360.65	69	0.8076
361.67	70	0.7958
362.68	70	0.7841
