time	HeartRate	RR
0	84	0.9550
6.5679	84	3.4921
7.5691	84	0.6552
8.5702	84	2.0263
10.068	84	0.8007
11.068	84	0.7919
12.070	83	0.9267
13.072	82	0.9013
14.073	78	0.8623
15.075	77	0.7792
16.077	77	0.7070
17.081	78	0.6708
18.082	81	0.6376
19.095	91	0.5859
20.097	96	0.5439
21.099	101	0.5507
22.101	102	0.8349
23.105	104	0.7119
24.108	104	0.8134
25.110	103	0.8251
26.112	102	0.8398
27.113	96	0.8291
28.115	85	0.7832
29.118	83	0.7490
30.121	82	0.5605
31.122	83	0.5263
32.125	83	0.4091
33.128	84	0.6347
34.131	84	0.6074
35.132	87	0.5810
36.134	88	0.5830
37.135	90	0.6855
38.138	89	0.7207
39.141	88	0.7187
40.143	87	0.6630
41.145	88	0.6562
42.146	90	0.5810
43.149	92	0.5634
44.150	96	0.5585
45.152	99	0.5908
46.154	101	0.5742
47.156	102	0.5800
48.159	103	0.5253
49.163	107	0.5292
50.185	108	0.5771
51.190	106	0.6435
52.192	103	0.6689
53.200	98	0.6699
54.201	97	0.7128
55.203	95	0.7587
56.205	90	0.7724
57.207	88	0.7314
58.208	87	0.7177
59.213	86	0.6757
60.214	86	0.625
61.217	87	0.6035
62.220	89	0.7646
63.221	83	0.8964
64.222	78	0.9150
65.226	77	0.9042
66.234	75	0.7929
67.236	76	0.7275
68.238	76	0.7167
69.239	78	0.7011
70.242	78	0.8017
71.246	78	0.8144
72.248	79	0.6416
73.254	84	0.5576
74.256	97	0.5527
75.311	99	0.5927
76.313	101	0.8173
77.318	103	0.7714
78.324	102	0.7568
79.384	102	0.6318
80.419	100	0.6191
81.422	99	0.8964
82.462	98	0.8701
83.467	98	0.3486
84.469	97	0.9453
85.490	97	0.5722
86.495	98	0.6474
87.500	97	0.8154
88.508	96	0.7167
89.513	92	0.6982
90.574	92	0.6054
91.575	93	0.5947
92.576	95	0.6005
93.578	97	0.6083
94.580	96	0.6914
95.582	94	0.7011
96.585	91	0.6806
97.586	93	0.5888
98.592	94	0.5888
99.593	96	0.6201
100.59	96	0.6474
101.59	94	0.6630
102.60	94	0.6201
103.60	95	0.5537
104.60	99	0.5498
105.61	101	0.6689
106.61	97	0.7470
107.61	94	0.6601
108.61	94	0.6015
109.61	95	0.5908
110.61	97	0.5908
111.61	98	0.6015
112.62	98	0.6347
113.62	97	0.6406
114.62	96	0.5966
115.63	97	0.5800
116.63	98	0.6289
117.63	96	0.6220
118.63	97	0.5966
119.63	98	0.5654
120.64	101	0.5751
121.64	101	0.6064
122.64	100	0.6074
123.64	100	0.5722
124.64	104	0.5322
125.64	108	0.5136
126.65	111	0.5234
127.65	111	0.5732
128.65	108	0.6416
129.65	105	0.6416
130.65	101	0.6406
131.65	100	0.6015
132.66	101	0.5664
133.66	102	0.5937
134.66	102	0.5478
135.66	105	0.5273
136.66	106	0.5527
137.66	108	0.6669
138.67	109	0.7451
139.67	107	0.7705
140.67	107	0.6171
141.67	106	0.6064
142.68	102	0.7265
143.68	94	0.7451
144.69	90	0.7402
145.71	89	0.6679
146.72	89	0.6259
147.72	90	0.5566
148.72	95	0.5644
149.72	97	0.7744
150.73	100	0.7724
151.74	99	0.7246
152.74	97	0.6972
153.74	96	0.6220
154.75	96	0.5898
155.75	98	0.6064
156.75	98	0.6279
157.75	98	0.5673
158.75	100	0.5537
159.76	104	0.5429
160.76	104	0.5937
161.76	104	0.5507
162.76	105	0.5468
163.76	105	0.5888
164.76	103	0.6015
165.76	104	0.3525
166.77	104	0.7246
167.77	104	0.5458
168.77	104	0.6035
169.77	103	0.5566
170.77	105	0.5214
171.77	108	0.5214
172.78	109	0.5654
173.78	108	0.6464
174.78	102	0.6582
175.78	98	0.6435
176.78	98	0.5664
177.78	100	0.5683
178.78	101	0.6044
179.79	100	0.6416
180.79	98	0.6367
181.79	98	0.5957
182.79	99	0.5634
183.79	101	0.5742
184.79	101	0.6289
185.80	99	0.6308
186.80	100	0.5566
187.80	105	0.5224
188.80	108	0.5400
189.80	108	0.6171
190.80	104	0.6337
191.81	102	0.6513
192.81	99	0.6425
193.81	98	0.6386
194.81	96	0.6611
195.81	95	0.6171
196.81	96	0.5742
197.81	99	0.5849
198.82	99	0.6113
199.82	98	0.6376
200.82	97	0.6181
201.82	99	0.5498
202.82	101	0.5585
203.82	103	0.5937
204.82	100	0.6484
205.83	99	0.5820
206.83	100	0.5468
207.83	103	0.5605
208.83	103	0.5957
209.83	103	0.5947
210.83	102	0.5810
211.84	104	0.5351
212.84	108	0.5273
213.84	109	0.5390
214.84	110	0.5195
215.84	113	0.5
216.84	116	0.4990
217.85	116	0.5527
218.85	111	0.6425
219.85	104	0.6787
220.85	99	0.6611
221.85	98	0.5839
222.85	102	0.5185
223.85	110	0.5
224.86	114	0.4873
225.86	118	0.4853
226.86	119	0.4980
227.86	119	0.5078
228.86	118	0.5068
229.86	119	0.4980
230.86	119	0.5322
231.86	117	0.5527
232.87	114	0.5605
233.87	111	0.5595
234.87	110	0.5449
235.87	111	0.5195
236.87	113	0.5166
237.87	113	0.5410
238.87	112	0.5771
239.88	108	0.6083
240.88	106	0.5937
241.88	104	0.6259
242.88	99	0.6748
243.88	99	0.5449
244.88	102	0.5146
245.89	107	0.5263
246.89	108	0.7128
247.89	109	0.7041
248.89	110	0.7519
249.89	108	0.7783
250.89	102	0.7558
251.89	99	0.6142
252.90	101	0.5322
253.90	102	0.5732
254.90	103	0.5058
255.90	104	0.6933
256.91	104	0.7460
257.91	104	0.8896
258.91	103	0.8691
259.91	102	0.7070
260.91	96	0.6621
261.92	96	0.5937
262.92	97	0.5527
263.92	101	0.5849
264.92	102	0.6523
265.93	102	0.7031
266.93	101	0.7265
267.93	100	0.6992
268.93	96	0.6884
269.94	94	0.6376
270.94	95	0.5976
271.94	97	0.5947
272.94	98	0.6064
273.94	101	0.5507
274.94	102	0.5419
275.95	105	0.5683
276.95	103	0.6621
277.96	100	0.6074
278.96	101	0.5390
279.96	104	0.5312
280.96	106	0.6015
281.96	103	0.6142
282.97	103	0.5400
283.97	107	0.5136
284.97	109	0.5166
285.97	112	0.5322
286.97	110	0.5722
287.97	109	0.5556
288.98	110	0.5283
289.98	112	0.5029
290.98	116	0.4824
291.98	119	0.4736
292.98	122	0.4814
293.99	122	0.4980
294.99	121	0.5156
295.99	119	0.5771
297.00	117	0.6376
298.00	103	0.6865
299.00	95	0.7822
300.00	89	0.7617
301.00	86	0.7412
302.01	87	0.6513
303.01	88	0.6640
304.01	88	0.6562
305.01	89	0.6523
306.01	89	0.7226
307.01	88	0.5791
308.02	92	0.5263
309.02	95	0.5302
310.02	98	0.5605
311.02	102	0.5361
312.02	106	0.5292
313.03	109	0.5058
314.03	113	0.4970
315.03	116	0.4960
316.03	118	0.4863
317.04	120	0.4824
318.04	121	0.4960
319.04	121	0.5126
320.05	118	0.5380
321.05	116	0.5273
322.05	116	0.5117
323.05	116	0.5205
324.06	115	0.5664
325.06	111	0.6308
326.06	107	0.5634
327.06	108	0.5253
328.06	110	0.5214
329.07	112	0.5166
330.07	114	0.5107
331.07	116	0.4941
332.07	118	0.5029
333.08	118	0.5009
334.08	118	0.5615
335.08	114	0.5927
336.08	111	0.6240
337.08	103	0.6689
338.08	99	0.6337
339.09	98	0.5683
340.09	101	0.5585
341.09	102	0.6054
342.09	101	0.5830
343.10	102	0.5683
344.10	102	0.6269
345.10	99	0.6777
346.10	97	0.7041
347.10	93	0.7304
348.10	91	0.6738
349.10	90	0.6826
350.10	90	0.6494
351.11	90	0.6357
352.11	91	0.6396
353.11	92	0.6171
354.11	94	0.6044
355.11	101	0.5439
356.12	106	0.5126
357.12	111	0.5107
358.12	112	0.5439
359.12	111	0.5781
360.12	108	0.5849
361.13	106	0.5869
362.13	107	0.5175
363.13	112	0.4833
364.13	117	0.4707
365.13	121	0.4589
366.13	124	0.4785
367.14	126	0.5517
368.14	125	0.5615
369.14	124	0.5937
370.14	110	0.6279
371.14	102	0.6416
372.14	101	0.5253
373.15	105	0.5048
374.15	113	0.4970
375.15	115	0.4882
376.15	119	0.4726
377.16	122	0.4707
378.16	124	0.4638
379.16	126	0.4716
380.16	126	0.4960
381.16	126	0.5605
382.16	125	0.5761
383.17	123	0.5517
384.17	119	0.5312
385.17	117	0.5820
386.17	113	0.5898
387.17	109	0.5800
388.18	111	0.5244
389.18	115	0.4716
390.19	120	0.4648
391.19	124	0.4648
392.19	126	0.4648
393.19	126	0.4931
394.20	126	0.5322
395.20	124	1.1708
396.20	123	0.5234
397.20	121	0.5058
398.20	120	0.5048
399.21	120	0.5078
400.21	120	0.4951
401.21	121	0.4833
402.21	122	0.4980
403.21	122	0.6318
404.22	121	0.6376
405.22	120	0.6044
406.22	117	0.5136
407.22	118	0.5117
408.22	116	0.5371
409.23	115	0.5517
410.23	112	0.5820
411.23	107	0.5869
412.23	107	0.5810
413.24	106	0.7060
414.24	96	0.7099
415.24	91	0.6767
416.24	94	0.5625
417.24	96	0.5664
418.25	98	0.5859
419.25	99	0.6748
420.25	93	0.8417
421.26	86	0.7734
422.26	84	0.7509
423.26	84	0.6806
424.26	85	0.6884
425.26	87	0.5917
426.27	89	0.5683
427.27	97	0.5468
428.27	99	0.6269
429.27	98	0.6445
430.27	97	0.7558
431.27	95	0.7685
432.28	87	0.7763
433.28	86	0.7187
434.28	85	0.6865
435.28	86	0.7744
436.28	84	0.8603
437.29	83	0.5087
438.29	83	0.5478
439.29	84	0.6728
440.29	86	0.6738
441.29	86	0.7138
442.29	86	0.7138
443.30	86	0.6894
444.30	86	0.6943
445.30	87	0.6132
446.30	93	0.5390
447.30	101	0.5527
448.31	100	0.7011
449.31	97	0.6113
450.31	98	0.5556
451.31	103	0.5253
452.31	105	0.5644
453.31	106	0.6513
454.31	97	0.8369
455.32	89	0.8046
456.32	87	0.7900
457.32	85	0.7617
458.33	84	0.7187
459.33	84	0.7939
460.33	82	0.7597
461.33	82	0.7314
462.33	82	0.6904
463.33	83	0.6650
464.34	85	0.6103
465.34	86	0.7099
466.34	86	0.6826
467.34	93	0.5566
468.34	99	0.5429
469.34	101	0.5449
470.35	104	0.5908
471.35	105	0.7988
472.35	105	0.8056
473.35	104	0.6308
474.36	102	0.6005
475.36	101	0.6191
476.36	101	0.5761
477.36	102	0.5800
478.36	101	0.7021
479.36	95	0.7607
480.37	94	0.5703
481.37	97	0.5332
482.37	97	0.5126
483.38	109	0.5
484.39	112	0.5244
485.40	112	0.5576
