time	HeartRate	RR
0	65	0.9824
2.0881	65	1.0058
3.0912	64	1.0
4.0940	64	0.9570
5.0957	63	0.9072
6.0977	64	0.9189
7.1005	64	0.9589
8.1023	64	0.9882
9.1105	63	0.9951
10.113	63	0.9736
11.115	63	0.9208
12.117	63	0.9130
13.120	63	0.9101
14.122	63	0.9150
15.123	64	0.8984
17.087	64	0.9238
18.088	64	0.9453
19.089	64	0.9492
20.092	64	0.9531
21.093	64	0.9521
22.094	64	0.9609
23.096	64	0.9501
24.098	64	0.9394
25.100	64	0.9326
26.102	64	0.9023
27.104	64	0.8974
28.106	64	0.8945
29.108	64	0.8925
30.109	65	0.9082
31.112	65	0.9140
32.114	65	0.9394
33.116	65	0.9541
34.118	65	0.9433
35.119	65	0.9677
36.121	64	0.9619
37.122	64	0.9501
38.123	64	0.9687
39.126	64	0.9580
40.128	64	0.9365
41.131	64	0.9335
42.132	64	0.9404
43.134	64	0.9023
44.135	64	0.9228
45.138	64	0.9316
46.139	64	0.9326
47.141	64	0.9042
48.143	64	0.9277
49.145	64	0.9345
50.147	64	0.9248
51.149	65	0.9101
52.150	65	0.9150
53.153	65	0.8916
54.154	65	0.8613
55.158	65	0.8652
56.159	66	0.8447
57.162	67	0.8496
58.164	67	0.8681
59.166	67	0.9179
60.169	67	0.9345
61.171	67	0.9160
62.173	67	0.9394
63.175	67	0.9501
64.177	66	0.9580
65.178	66	0.9238
66.181	66	0.9248
67.182	66	0.9179
68.184	66	0.9287
69.186	66	0.9121
70.189	65	0.9433
71.189	65	0.9580
72.191	65	0.9257
73.194	65	0.9443
74.196	65	0.9521
75.199	65	0.9501
76.201	64	0.9179
77.203	64	0.9287
78.205	65	0.9345
79.207	64	0.9335
80.209	64	0.9472
81.212	64	0.9658
82.213	64	0.9833
83.216	64	0.9628
84.217	64	0.9609
85.219	64	0.9462
86.221	64	0.9130
87.223	64	0.9140
88.226	64	0.9423
89.228	64	0.9531
90.229	64	0.9785
91.232	64	0.9863
92.233	64	0.9707
93.234	63	0.9667
94.235	63	0.9589
95.237	63	0.9306
96.239	63	0.9091
97.241	63	0.8974
98.243	64	0.9052
99.246	64	0.9101
100.24	64	0.9267
101.25	64	0.9091
102.25	64	0.9248
103.25	64	0.9609
104.25	64	0.9306
105.26	64	0.9482
106.26	64	0.9599
107.26	64	0.9462
108.26	64	0.9033
109.26	64	0.9130
110.27	64	0.9238
111.27	64	0.9355
112.27	64	0.9482
113.27	64	0.9902
114.27	64	1.0097
115.28	64	0.9628
116.28	63	0.9716
117.28	63	0.9707
118.28	63	0.9560
119.28	63	0.9267
120.29	63	0.9365
121.29	63	0.9218
122.29	63	0.9111
123.30	64	0.9169
124.30	64	0.9335
125.30	64	0.9511
126.31	64	0.9511
127.32	64	0.9550
128.32	64	0.9326
129.33	64	0.8945
130.33	64	0.9013
131.34	64	0.9013
132.34	65	0.8681
133.34	65	0.8779
134.34	65	0.8906
135.35	66	0.9121
136.35	66	0.9160
137.35	66	0.9394
138.36	66	0.9453
139.36	65	0.9501
140.36	65	0.9355
141.36	65	0.9365
142.36	65	0.9199
143.36	65	0.875
144.36	65	0.8798
145.36	66	0.8544
146.37	66	0.8798
147.37	66	0.9003
148.37	66	0.8857
149.37	66	0.9003
150.37	67	0.9208
151.37	66	0.9394
152.39	66	0.9404
153.39	66	0.9501
154.39	65	0.9472
155.40	65	0.9570
156.40	65	0.9697
157.41	65	0.9775
158.41	64	0.9707
159.41	64	0.9453
160.41	64	0.9492
161.41	64	0.9628
162.42	64	0.9570
163.42	64	0.9609
164.43	64	0.9716
165.43	63	0.9726
166.43	63	0.9531
167.43	63	0.9814
168.45	63	0.9912
169.46	63	0.9404
170.46	63	0.9570
171.46	63	0.9765
172.47	63	0.9921
173.47	63	0.9814
174.47	63	0.8906
175.48	63	0.8798
176.48	64	0.8671
177.48	64	0.8525
178.50	65	0.8847
179.51	65	0.9003
180.51	65	0.9130
181.51	65	0.9238
182.51	65	0.9287
183.52	65	0.8974
184.52	65	0.8564
185.52	66	0.8525
186.53	66	0.8710
187.54	66	0.9003
188.55	67	0.9228
189.55	66	0.9404
190.56	66	0.9443
191.56	66	0.9550
192.56	66	0.9599
193.56	65	0.9482
194.57	65	0.9082
195.57	65	0.9130
196.58	65	0.9228
197.68	65	0.9404
198.68	65	0.9365
199.69	65	0.9316
200.69	65	0.9023
201.69	65	0.9003
202.70	65	0.8710
203.70	66	0.8740
204.70	66	0.9013
205.70	66	0.9355
206.71	66	0.9531
207.71	66	0.9345
208.71	66	0.8691
209.71	66	0.8144
210.72	66	0.8222
211.72	67	0.8642
212.72	67	0.9091
213.72	67	0.9599
214.72	67	0.9970
215.73	67	0.9951
216.73	65	1.0048
217.73	65	0.9609
218.73	65	0.9287
219.73	64	0.8984
220.74	65	0.8945
221.74	65	0.9072
222.74	65	0.9179
223.74	65	0.9257
224.75	65	0.9365
226.21	65	0.9414
227.21	65	0.9345
228.21	65	0.9199
229.21	65	0.9101
230.22	65	0.8925
231.22	65	0.8984
232.22	65	0.9052
233.22	65	0.8876
234.22	66	0.8652
235.22	66	0.8867
236.23	66	0.9179
237.23	66	0.9462
238.23	66	0.9404
239.23	66	0.9492
240.24	65	0.9658
241.24	65	0.9697
242.24	65	0.9628
243.24	64	0.9541
244.24	64	0.9453
245.24	64	0.9326
246.25	64	0.9296
247.25	64	0.9189
248.25	64	0.9296
249.25	64	0.9335
250.25	64	0.9658
251.25	64	0.9951
252.26	64	0.9960
253.26	64	0.9960
254.26	63	0.9736
255.26	63	0.9550
256.27	63	0.8945
257.27	64	0.8974
258.27	64	0.9492
259.27	64	0.9746
260.28	63	1.0117
261.28	63	0.9980
262.28	63	0.9423
263.28	63	0.9248
264.28	63	0.9208
265.29	63	0.9306
266.29	63	0.9462
267.29	63	0.9521
268.29	63	0.9521
269.29	63	0.9443
270.30	63	0.9482
271.30	63	0.9394
272.30	63	0.9218
273.30	64	0.8994
274.31	64	0.9013
275.31	64	0.9257
276.31	64	0.9521
277.31	64	0.9716
278.32	64	0.9804
279.32	64	0.9570
280.32	64	0.9335
281.72	64	0.9238
282.72	64	0.9199
283.72	64	0.9160
285.22	64	0.8544
286.22	65	0.8603
287.22	66	0.8769
288.23	66	0.9013
289.23	66	0.9257
290.23	66	0.9316
291.23	66	0.9160
292.23	66	0.8935
293.24	66	0.8349
294.24	67	0.8613
295.24	67	0.8867
296.24	67	0.9062
297.24	67	0.9804
298.25	67	0.9931
299.25	66	1.0048
300.25	66	0.9960
301.25	65	0.9560
302.26	65	0.9472
303.26	65	0.9326
304.26	64	0.9101
305.26	65	0.9033
306.26	65	0.9199
307.27	65	0.9609
308.27	65	0.9667
309.27	64	0.9404
310.27	64	0.9042
311.27	64	0.8779
312.27	65	0.8857
313.28	65	0.8896
314.28	65	0.8837
315.28	66	0.8662
316.28	66	0.8593
317.28	67	0.8183
318.29	67	0.8359
319.29	68	0.8632
320.29	68	0.8896
321.30	68	0.9384
322.30	68	0.9482
323.30	67	0.9316
324.31	67	0.9335
325.31	67	0.8554
326.32	67	0.8222
327.32	67	0.7929
328.33	68	0.7949
329.33	69	0.8154
330.33	70	0.8867
331.34	70	0.9160
332.34	69	0.9257
333.34	69	0.9111
334.34	69	0.8740
335.35	68	0.8574
336.35	69	0.8427
337.36	69	0.8398
338.36	69	0.8730
339.36	69	0.9033
340.37	69	0.9335
341.37	69	0.9453
342.37	68	0.9697
343.38	68	0.9589
344.38	67	0.9248
345.38	67	0.9052
346.41	67	0.8906
347.42	67	0.8935
348.42	67	0.9179
349.46	67	0.9150
350.46	66	0.9326
351.46	66	0.9433
352.47	66	0.9501
353.47	66	0.9501
354.47	66	0.9453
355.47	65	0.9394
356.48	65	0.9375
357.48	65	0.9287
358.48	65	0.9218
359.48	65	0.9082
360.48	65	0.9062
361.49	65	0.8916
362.49	65	0.8671
