time	HeartRate	RR
0	86	0.6376
1.6871	87	0.7041
2.6895	86	0.6914
3.6919	86	0.6513
4.6946	87	0.6982
5.6976	87	0.6757
6.6999	87	0.6005
7.7018	91	0.5859
8.7035	92	0.6445
9.7068	92	0.6083
10.708	92	0.6044
11.710	94	0.6689
12.712	92	0.6914
13.715	90	0.6904
14.717	90	0.6787
15.719	89	0.7021
16.722	89	0.6972
17.724	88	0.7021
18.726	88	0.6953
19.728	88	0.7060
20.730	88	0.6679
22.187	88	0.6835
23.189	89	0.6660
24.190	88	0.7031
25.191	88	0.6318
26.194	89	0.6005
27.196	91	0.6337
28.198	92	0.6542
29.206	92	0.7050
30.207	91	0.6689
31.207	91	0.6914
32.210	90	0.6708
33.693	90	0.5976
34.695	92	0.6083
35.698	93	0.7080
36.700	91	0.6748
37.700	91	0.6455
38.701	90	0.6923
39.707	90	0.6816
40.708	89	0.7177
41.712	89	0.6669
42.718	89	0.6357
43.718	90	0.6552
44.720	91	0.7148
45.721	90	0.6660
46.727	90	0.6835
47.730	90	0.5927
48.736	93	0.5986
49.739	93	0.6787
50.742	92	0.6777
51.742	91	0.7480
52.744	90	0.6708
53.745	89	0.6777
54.755	89	0.6328
55.759	90	0.6875
56.765	90	0.6777
57.766	90	0.6748
58.767	91	0.6455
59.768	92	0.6074
60.769	94	0.5849
61.771	96	0.5332
62.772	101	0.5517
63.773	101	0.5957
64.774	100	0.6425
65.776	98	0.6152
66.777	98	0.6933
67.778	95	0.6191
68.779	96	0.5996
69.781	96	0.6777
70.782	96	0.6162
71.784	96	0.6650
72.785	95	0.6083
73.788	96	0.6064
74.795	97	0.5556
75.800	99	0.6044
76.800	99	0.6103
77.802	97	0.7031
78.803	95	0.6416
79.805	93	0.6904
80.806	92	0.6787
81.807	92	0.6201
82.808	93	0.6357
83.810	94	0.6435
84.814	94	0.6601
85.814	93	0.6816
86.817	93	0.6123
87.824	94	0.6542
88.825	94	0.6542
89.827	93	0.6552
90.828	92	0.7050
91.829	91	0.6464
92.831	92	0.6103
93.832	95	0.5683
94.834	97	0.5878
95.836	98	0.6386
96.837	96	0.6484
97.838	96	0.5654
98.841	99	0.5761
99.842	99	0.6630
100.84	96	0.6806
101.84	95	0.6240
102.84	95	0.6337
103.84	95	0.6347
104.84	95	0.6064
105.85	96	0.6191
106.85	96	0.6435
107.85	95	0.6435
108.85	95	0.6513
109.85	94	0.7158
110.85	92	0.6347
111.86	92	0.6005
112.86	93	0.6552
113.86	93	0.6699
114.86	92	0.6640
115.86	92	0.5849
116.86	95	0.6113
117.86	95	0.6259
118.87	95	0.6923
119.87	93	0.6816
120.87	92	0.6416
121.87	92	0.6904
122.87	91	0.6435
123.87	91	0.6943
124.88	90	0.7177
125.88	90	0.6875
126.88	89	0.6894
127.88	89	0.6298
128.88	91	0.5830
129.88	93	0.7119
130.89	91	0.6591
131.89	92	0.6357
132.89	92	0.6884
133.89	91	0.6367
134.89	91	0.6396
135.90	91	0.6289
136.90	92	0.6572
137.90	93	0.625
138.90	93	0.6533
139.90	93	0.7021
140.90	92	0.6796
141.90	91	0.6787
142.91	90	0.7216
143.92	90	0.7197
144.93	89	0.6865
145.93	89	0.6982
146.94	88	0.7011
147.94	88	0.6494
148.95	89	0.6689
149.95	89	0.6630
150.95	89	0.6445
151.96	90	0.6259
152.97	91	0.6230
153.98	93	0.5878
154.98	97	0.5654
155.99	100	0.5546
157.00	102	0.5488
158.01	104	0.5693
159.01	104	0.6044
160.01	103	0.5781
161.02	102	0.6152
162.03	100	0.6582
163.03	99	0.6035
164.03	99	0.5976
165.04	99	0.6582
166.05	98	0.6689
167.05	94	0.7490
168.09	91	0.7109
169.10	91	0.6640
170.15	91	0.6289
171.19	92	0.5742
172.19	96	0.5937
173.23	95	0.6494
174.24	95	0.6367
175.27	95	0.6201
176.27	97	0.5800
177.28	98	0.6298
178.29	97	0.6298
179.29	96	0.6835
180.29	94	0.6503
181.30	94	0.6621
182.30	93	0.6601
183.30	93	0.6279
184.30	94	0.5986
185.30	95	0.6757
186.30	93	0.6699
187.30	92	0.6796
188.31	91	0.7617
189.31	89	0.6699
190.31	89	0.7265
191.31	87	0.7333
192.31	87	0.6279
193.31	88	0.6894
194.32	87	0.7109
195.32	87	0.7128
196.32	86	0.7421
197.33	86	0.7021
198.33	86	0.7832
199.33	84	0.7333
200.33	84	0.6894
201.33	85	0.7207
202.34	85	0.7021
203.34	85	0.7402
204.34	85	0.6669
205.34	85	0.7373
206.34	85	0.7177
207.34	85	0.7382
208.34	84	0.6757
209.34	85	0.6074
210.35	88	0.6611
211.35	89	0.7197
212.35	89	0.7734
213.35	87	0.7089
214.35	86	0.7812
215.36	84	0.6865
216.36	85	0.7011
217.36	85	0.6611
218.36	86	0.7402
219.36	86	0.7089
220.37	86	0.8056
221.37	84	0.7841
222.37	83	0.7314
223.37	82	0.7187
224.37	83	0.6533
225.38	84	0.6982
226.38	84	0.7236
227.38	84	0.7255
228.39	84	0.7246
229.39	84	0.6533
230.39	85	0.6552
231.39	87	0.6269
232.39	88	0.6152
233.39	91	0.6191
234.39	91	0.6201
235.40	93	0.6582
236.40	92	0.6992
237.40	90	0.6621
238.40	92	0.5820
239.40	96	0.5664
