0	16320737151	1	0	0	0	729	403	1	0	0
1	16320737151	1	0	0	1	716	408	1	0	0
2	16320737151	1	0	0	0	540	402	1	0	0
3	16320737151	1	0	0	3	471	408	1	0	0
4	16320737151	1	0	0	0	479	402	1	0	0
5	16320737151	1	0	0	0	390	408	1	0	0
6	16320737151	1	0	0	0	512	402	1	0	0
7	16320737151	1	0	0	3	499	408	1	0	0
8	16320737151	1	0	0	0	506	401	1	0	0
9	16320737151	1	0	0	0	452	408	1	0	0
10	16320737151	1	0	0	0	485	401	1	0	0
11	16320737151	1	0	0	3	473	407	1	0	0
12	16320737151	1	0	0	0	495	401	1	0	0
13	16320737151	1	0	0	0	487	407	1	0	0
14	16320737151	1	0	0	0	493	401	1	0	0
15	16320737151	1	0	0	3	540	407	1	0	0
0	16320737151	1	0	0	0	475	401	1	0	0
1	16320737151	1	0	0	1	453	407	1	0	0
2	16320737151	1	0	0	0	505	401	1	0	0
3	16320737151	1	0	0	3	500	407	1	0	0
4	16320737151	1	0	0	0	531	400	1	0	0
5	16320737151	1	0	0	0	496	407	1	0	0
6	16320737151	1	0	0	0	558	400	1	0	0
7	16320737151	1	0	0	3	558	407	1	0	0
8	16320737151	1	0	0	0	539	400	1	0	0
9	16320737151	1	0	0	1	494	407	1	0	0
10	16320737151	1	0	0	0	527	400	1	0	0
11	16320737151	1	0	0	1	504	407	1	0	0
12	16320737151	1	0	0	0	494	400	1	0	0
13	16320737151	1	0	0	1	496	407	1	0	0
14	16320737151	1	0	0	0	503	400	1	0	0
15	16320737151	1	0	0	3	478	407	1	0	0
0	16320737151	1	0	0	0	467	400	1	0	0
1	16320737151	1	0	0	0	495	407	1	0	0
2	16320737151	1	0	0	0	467	400	1	0	0
3	16320737151	1	0	0	3	444	406	1	0	0
4	16320737151	1	0	0	0	482	400	1	0	0
5	16320737151	1	0	0	0	485	406	1	0	0
6	16320737151	1	0	0	0	503	401	1	0	0
7	16320737151	1	0	0	3	502	405	1	0	0
8	16320737151	1	0	0	0	500	401	1	0	0
9	16320737151	1	0	0	0	512	405	1	0	0
10	16320737151	1	0	0	0	541	401	1	0	0
11	16320737151	1	0	0	3	471	404	1	0	0
12	16320737151	1	0	0	0	504	401	1	0	0
13	16320737151	1	0	0	1	496	404	1	0	0
14	16320737151	1	0	0	0	516	401	1	0	0
15	16320737151	1	0	0	3	498	404	1	0	0
0	16320737151	1	0	0	0	517	401	1	0	0
1	16320737151	1	0	0	0	537	404	1	0	0
2	16320737151	1	0	0	0	506	401	1	0	0
3	16320737151	1	0	0	3	539	404	1	0	0
4	16320737151	1	0	0	0	497	400	1	0	0
5	16320737151	1	0	0	0	447	404	1	0	0
6	16320737151	1	0	0	0	494	400	1	0	0
7	16320737151	1	0	0	3	492	403	1	0	0
8	16320737161	1	0	0	0	503	401	1	0	0
9	16320737161	1	0	0	1	504	404	1	0	0
